year,distributor_id,distributor,segment,company,revenue,new_customers,repeat_customers,requests_for_quotes,months_purchased,contract_renewals,customer_retention,order_value,number_orders,employees
2022,9659823226787,Steve Melendez,Segment 6,"Frazier, Fox and Hughes",2177588.81783968,17.316631369831285,53.3,860.0,6.221737842842194,42.0,730.0,160282.6,1757.0,8653.0
2023,2003527710641,Tiffany Jackson,Segment 6,Thomas-Conner,5109773.449980594,70.32262913526701,53.3,3935.0,6.007637086556991,3568.0,326.0,160282.6,1757.0,7776.0
2022,6355308205928,Timothy Black,Segment 4,Williams PLC,646463.27849532,0.6,53.3,332.0,6.2821540430826825,172.0,1599.0,3003088.8783965064,1757.0,11976.0
2023,2171452304676,Nicholas Rangel,Segment 5,"Davis, Krueger and Ramos",3703390.043718928,0.6,520.0359094580148,654.0,6.290813139289251,5.0,6400.0,188945.78623744915,1757.0,11211.0
2023,2279136553928,Denise Petersen,Segment 5,Dyer Group,4726358.584388882,25.60198446677417,370.7985331360853,3575.0,6.158267494685235,390.0,1618.0,1167302.1877585712,19837.0,1918.0
2022,8129137237898,William Robertson,Segment 3,Riley-Mason,19661412.33296537,186.9358610129499,872.885973055965,107.0,7.704340769046229,5.0,8203.0,160282.6,50300.0,5519.0
2023,3363704857439,Michelle Martinez,Segment 5,"Krause, Carter and Ward",646463.27849532,0.6,669.8256525549261,1058.0,6.064570681306313,110.0,54.0,160282.6,1757.0,509.0
2022,1482956855641,Jennifer Morgan,Segment 5,Boyd Group,646463.27849532,75.31487214276356,53.3,1081.0,6.007893260932359,1969.0,54.0,1410327.308701648,1757.0,509.0
2023,4940813885059,Christopher Reilly,Segment 3,Gardner LLC,646463.27849532,98.88061737048508,1456.912607722326,83.0,6.084357536729033,5.0,2723.0,2899194.482638186,15750.0,509.0
2022,6473327050982,Alyssa Williams,Segment 5,"Black, Schaefer and Johnson",29641360.828915343,67.71938908573821,1299.4794993642367,2642.0,6.177183811627764,1415.0,20416.0,2504317.2217993387,52005.0,16742.0
2022,4964152996597,Robert Phillips,Segment 4,Santiago-Ramirez,646463.27849532,10.833999834371058,53.3,77.0,6.714464184047011,300.0,204.0,697152.6127677435,4714.0,9426.0
2022,6208065728851,Frank Jackson,Segment 5,Hinton Inc,5001749.770587985,0.6,53.3,353.0,4.267175751635412,387.0,2220.0,958225.6545135918,1757.0,11812.0
2022,7818511412686,Mary Robinson MD,Segment 6,Palmer-Ortiz,4526698.943461098,0.6,53.3,6.0,7.948913980232403,5.0,1410.0,160282.6,1757.0,509.0
2022,757769590524,Lori Sanders,Segment 4,"Hodge, Nguyen and Garcia",9357784.246107914,207.58174024781133,2197.436393080894,3040.0,4.58983247665325,369.0,8086.0,19521559.800451737,100366.0,15100.0
2022,1969419275043,Paula Guerra,Segment 2,"Watkins, White and Richards",19145102.230878413,54.87189138740349,2830.96428261298,338.0,7.379478787335522,26.0,1468.0,454565.66850761545,30225.0,33687.0
2023,150184453571,David Henderson,Segment 5,Wilson LLC,3710898.3782570167,0.6,53.3,6.0,6.339538244628648,84.0,3415.0,160282.6,12127.0,14698.0
2023,979542753845,Miss Lisa Sanchez MD,Segment 5,"Morrison, Atkins and Kelly",646463.27849532,0.6,53.3,67.0,8.41249859793239,14.0,54.0,160282.6,1757.0,509.0
2022,6535938428731,Nicole Travis,Segment 4,Shaffer Inc,6748130.091201684,0.6,1055.2525190763924,710.0,8.062560702531115,91.0,3373.0,160282.6,82524.0,16494.0
2022,1949780773553,Tina Wyatt,Segment 6,Jimenez-Lopez,7540384.719214726,77.94880743429357,1019.8129043529352,638.0,6.613065207920249,5.0,3540.0,2547148.76059601,9824.0,51941.0
2023,8545332583941,Ashley Morales,Segment 1,"Guerrero, Cooke and Nelson",646463.27849532,76.65994332617186,53.3,158.0,7.917488273873529,356.0,54.0,3795925.2156286174,1757.0,6534.0
2022,5646549256505,Ronald Parker,Segment 5,Parsons-Henry,1528019.6788927838,82.03133396292472,672.9101501736446,6.0,6.714273523829579,5.0,1694.0,160282.6,5203.0,12406.0
2022,5895827261735,Andres Jefferson,Segment 4,Barker and Sons,768208.1334459977,75.92605065603402,181.50345070819645,758.0,5.634664845814135,97.0,54.0,1044741.3346824744,1757.0,509.0
2022,2053167180281,Brent Adams,Segment 6,Barber and Sons,3432957.4823851613,183.20270796153363,53.3,6.0,6.209631325356972,81.0,54.0,160282.6,1757.0,4122.0
2022,1874733136522,Jessica Smith,Segment 4,"Sanchez, Smith and Daniels",3516006.24677317,0.6,53.3,6.0,4.545087759099625,5.0,5042.0,2771448.197566876,16295.0,17451.0
2022,432247692821,Austin Holmes,Segment 6,"Norton, Lara and Nichols",7466840.006437283,0.6,1005.7420405697276,11689.0,6.157502902974996,340.0,1144.0,160282.6,1757.0,3234.0
2022,2037221069903,Timothy Yates,Segment 5,Hays LLC,646463.27849532,13.938066251873709,53.3,6.0,8.962240402769035,13.0,273.0,160282.6,1757.0,509.0
2023,6770211101721,Brandon Johnson,Segment 2,"Smith, Villarreal and Kent",646463.27849532,190.0782894369532,259.1343504497652,905.0,7.980693244030967,153.0,1682.0,288506.777207757,1757.0,2737.0
2023,1543143973538,Jeffrey Davis,Segment 3,"Romero, Moore and Brooks",1213760.078733406,0.6,53.3,6.0,8.962240402769035,5.0,1788.0,160282.6,1757.0,12286.0
2023,4403141025370,Amy Jensen,Segment 3,Fischer-Vasquez,4568790.52048776,0.6,53.3,1206.0,6.319279960054561,3568.0,889.0,683403.0718532806,1757.0,12656.0
2022,8196169726218,Paul Gallagher,Segment 5,Thomas PLC,646463.27849532,0.6,53.3,794.0,7.887224168149359,366.0,62.0,160282.6,1757.0,78845.0
2023,1674431455754,Theresa Cole,Segment 4,Smith-Smith,646463.27849532,0.6,1413.5231071048088,79.0,6.32637166766052,5.0,824.0,160282.6,10195.0,11882.0
2023,4692902209863,Patricia Myers,Segment 5,Alvarado PLC,53409639.04004331,149.9774543576652,53.3,968.0,4.8180735374117045,402.0,2003.0,160282.6,7989.0,41687.0
2022,5734720407218,Robin Higgins,Segment 5,Baldwin-Ballard,4472065.77255568,90.58091178375412,457.7257386965418,854.0,8.897501499216485,5.0,2477.0,160282.6,1757.0,14326.0
2022,2348424053928,Sierra Smith,Segment 3,Myers and Sons,2482080.698148944,77.84439902583013,53.3,184.0,6.962005202864747,5.0,1123.0,160282.6,24646.0,13935.0
2023,5653392796447,George Nelson,Segment 6,"Rodriguez, Patton and Shaffer",1819676.9690894308,0.6,1211.4801649122348,6.0,6.210076772096139,5.0,4713.0,1144776.3876961942,1977.0,4963.0
2023,9419567829220,Christopher Wheeler,Segment 5,Henderson-Wolfe,981472.5987685458,0.6,391.59553345600057,6.0,6.613136638856465,93.0,481.0,2373316.0313823754,14679.0,509.0
2022,1679936455414,Larry Bullock,Segment 5,Moore PLC,646463.27849532,0.6,468.9718924417707,56.0,7.172095945370994,35.0,8029.0,889132.3142579463,1757.0,14859.0
2022,5723595869931,Mr. George Hampton,Segment 6,Campbell-White,859166.4830540624,0.6,1462.89089358901,497.0,8.856263751679608,487.0,20416.0,160282.6,1757.0,18991.0
2022,4969167951999,Francis Young,Segment 5,"Hunter, Moreno and Richards",4559296.024639813,41.7248129542463,3957.625289754717,6.0,6.050461723204665,195.0,7077.0,9507319.645806951,21552.0,15365.0
2023,1741107384707,Jamie Cruz,Segment 5,Jenkins-Campbell,646463.27849532,0.6,682.1628442199842,6.0,8.507254355670822,5.0,20416.0,2709424.5273139505,1757.0,4818.0
2022,3927130271872,Leslie George,Segment 6,"Jenkins, Allen and Snyder",7461249.14721084,114.00204326947085,1846.0875469466173,1302.0,2.7039085545722714,244.0,1611.0,1379286.9435991652,1757.0,12495.0
2023,9400444264647,Peter Gill,Segment 5,Edwards-Mills,646463.27849532,20.11338198036912,848.8565236760589,7253.0,6.3971379021101855,5.0,54.0,160282.6,1757.0,14763.0
2023,7734313384160,Tiffany Sanchez,Segment 5,Mitchell and Sons,4666916.183243828,85.13226127477401,585.3936905683809,2702.0,6.158625550568681,5.0,3030.0,160282.6,1757.0,509.0
2023,7895802918980,Melissa Martinez,Segment 4,Conner and Sons,646463.27849532,0.6,294.4782428861968,1049.0,6.179805975763928,187.0,54.0,1393773.4536035089,1757.0,509.0
2023,6704288923092,Kimberly Reyes,Segment 5,"Flores, Wilson and Murphy",5108420.073559089,0.6,1405.6831268914784,498.0,6.224520717102614,309.0,7925.0,3534682.613685839,35067.0,69748.0
2023,1529784772105,Susan Larson,Segment 3,"Hodges, Davis and Smith",5758329.52612609,551.0890573293444,53.3,158.0,6.094757907612407,5.0,1678.0,160282.6,1757.0,9728.0
2023,6444736636791,Brenda Henry,Segment 2,Mays Group,884141.6619776227,0.6,5267.13170900283,1245.0,6.181824810140552,5.0,54.0,160282.6,80210.0,9806.0
2022,425441763169,Gina Lambert,Segment 6,Stewart-Fuentes,1510231.5938395937,11.029267333322617,447.8418497358151,595.0,7.261195888941384,79.0,4141.0,5544598.581226809,19334.0,3177.0
2023,3588036139187,Mark Lam,Segment 3,Beck LLC,1522041.7033337434,90.53939122747826,1218.669894903256,357.0,6.562963664636461,5.0,1474.0,160282.6,1757.0,509.0
2023,380784177342,Adriana Williams,Segment 6,Day and Sons,1255252.6257029865,0.6,53.3,6.0,8.250818322436988,5.0,606.0,273389.7049717718,1757.0,509.0
2022,8180873708370,Kaitlyn Perkins,Segment 4,"Estrada, Chandler and Bennett",646463.27849532,17.264395927130124,759.7872480083072,1502.0,6.273756753719486,79.0,54.0,160282.6,1757.0,509.0
2023,1761256871095,Timothy Fields,Segment 4,Odonnell-Woods,6055084.57925095,0.6,53.3,6.0,6.35474336333911,918.0,54.0,160282.6,2208.0,509.0
2022,8281677249004,Melissa Rodriguez,Segment 5,"Hatfield, Pratt and Mitchell",2024533.686735792,64.70227576393773,53.3,1123.0,6.017485157463084,636.0,12688.0,160282.6,1757.0,509.0
2023,9884955502120,Justin Schneider,Segment 6,Russell-Williams,646463.27849532,0.6,53.3,12.0,5.852852442997977,297.0,1908.0,160282.6,1757.0,7357.0
2023,5407769173351,Katrina Davis,Segment 2,Deleon LLC,646463.27849532,76.92992184607355,53.3,104.0,6.370325202467753,250.0,54.0,160282.6,1757.0,509.0
2022,6270818290731,Jennifer Thompson,Segment 4,"Waters, Fletcher and Sims",4815339.059338819,0.6,53.3,1172.0,6.16525675888825,149.0,54.0,252535.37066841137,23449.0,509.0
2023,1050177244621,Brent Pratt,Segment 3,"Taylor, Williams and Fitzpatrick",646463.27849532,0.6,53.3,610.0,7.807249475291457,225.0,54.0,160282.6,1757.0,509.0
2022,5096430106608,Melissa Anderson,Segment 5,Bailey Group,2457056.5622584983,0.6,53.3,8.0,5.116110972426895,227.0,3443.0,239750.9557160174,1757.0,509.0
2022,7205578928067,Johnny Smith,Segment 6,Fleming-Michael,646463.27849532,4.299239269676345,765.3353917411555,619.0,6.189182797626642,5.0,1465.0,1873185.6761452155,1757.0,2095.0
2022,1768009073270,Caitlin Lopez,Segment 5,"King, Mack and Nguyen",646463.27849532,0.6,53.3,10.0,5.350402632381862,312.0,178.0,160282.6,1757.0,509.0
2023,8708318866654,Sarah Washington,Segment 5,Stephens and Sons,10801448.13999682,159.1259104189378,2103.299253471032,3585.0,5.47867074111789,2655.0,1688.0,968299.1362085752,41500.0,65273.0
2023,9571516736697,Mary Williams,Segment 3,Reyes-King,1733550.222109154,29.327619371900788,53.3,322.0,6.400476402498012,401.0,54.0,160282.6,1757.0,5531.0
2022,8001801134071,Christopher Moon,Segment 5,"Adams, Riley and Vargas",1416629.5680197054,0.6,411.8730796166812,881.0,8.962240402769035,5.0,2893.0,460604.9834025111,1757.0,4833.0
2022,2985114695350,Gregory Hernandez,Segment 6,Norris-Brown,13530244.27355259,21.128427417110988,53.3,499.0,4.827385230001409,736.0,1751.0,756522.0829550073,1757.0,95548.0
2022,3024389692882,Tara Burnett,Segment 4,Taylor LLC,825435.2648293469,62.210838974246016,126.43276945993917,6.0,7.876197801055675,5.0,1799.0,447206.51047785976,1757.0,10640.0
2022,1839082965315,Jack Rangel,Segment 2,"Johnson, Murphy and Smith",6282914.599958587,45.63861707061898,2905.6288607890965,730.0,5.936018001017556,55.0,2535.0,1337915.7000140715,16864.0,15899.0
2023,1275173634218,Karen Burke,Segment 6,Bell and Sons,4683143.174455261,0.6,53.3,6.0,6.197258430495785,246.0,54.0,2124940.2803452886,1757.0,7893.0
2022,6887866662061,Erin Cooper,Segment 6,"Cook, Ramirez and Henson",646463.27849532,124.81087104947936,209.8131765117137,848.0,6.394024326192186,5.0,7419.0,1974759.813548477,26540.0,13547.0
2023,9107362996055,Christopher Coffey,Segment 6,Mason-Kelley,21623055.29290288,0.6,1209.1892646816243,1501.0,7.247753357582888,12.0,1993.0,1473283.158599856,1757.0,7254.0
2022,4900318275700,Donna Floyd,Segment 5,Cunningham-Nelson,7945353.582265102,0.6,110.3119167637292,6.0,6.2861761772573965,385.0,686.0,3495391.5288029565,1757.0,10331.0
2022,1982012551000,Danny Prince,Segment 6,Gonzalez-Sharp,646463.27849532,0.6,53.3,6.0,7.771894347992401,5.0,54.0,160282.6,1757.0,509.0
2023,6293728409543,Brian Keller,Segment 5,Long Ltd,646463.27849532,0.6,1726.7188044366253,119.0,6.34690465200308,5.0,1493.0,160282.6,1757.0,5446.0
2022,2774620682035,Danielle Miller,Segment 5,Robinson-James,646463.27849532,29.82441667583039,1372.7180393392314,341.0,6.253997279389152,66.0,764.0,3290368.15449687,1757.0,14306.0
2023,4915387852967,Marcus Russell DDS,Segment 4,Wilson-Edwards,9078748.5370249,151.5188078614238,1852.0892687927487,1044.0,5.241403893371439,604.0,19005.0,20418996.870000068,25565.0,11496.0
2022,9115285434059,Timothy Clark,Segment 5,"Smith, Cohen and Rogers",3997173.366907637,7.621694467696965,1048.9266630024165,1238.0,8.962240402769035,5.0,6659.0,160282.6,1757.0,14622.0
2023,3459101213111,Jacob Edwards,Segment 3,"Bates, Smith and Vazquez",646463.27849532,55.933456010187456,1262.1042575325775,814.0,6.371246513694439,88.0,7585.0,160282.6,1757.0,11986.0
2022,5569640533484,Eric Boyd,Segment 6,Thomas LLC,9852368.682798244,0.6,1146.5275450177978,1032.0,6.14459765158766,5.0,54.0,2819420.854629654,1757.0,509.0
2022,5609656801587,Tyler Morse,Segment 5,Mercado Ltd,9553493.49852233,0.6,53.3,859.0,4.077292178620267,413.0,6936.0,3049244.0764636006,1757.0,509.0
2023,3512286145667,Christopher Freeman,Segment 1,Thompson and Sons,1655104.627977199,0.6,122.22567497410785,6.0,8.009068798024234,3568.0,1898.0,2273949.691149627,1757.0,3939.0
2023,4027592391084,Katherine Jackson,Segment 6,"Wong, Johnson and Rodriguez",3939255.390535628,44.232695452317216,53.3,2075.0,8.82220959242462,3568.0,3609.0,160282.6,6072.0,16656.0
2022,229563331653,Barry Rodriguez,Segment 5,Smith-Chang,3992854.806423299,0.6,815.9393661650754,586.0,6.543291829148151,327.0,8911.0,9665046.061798356,1757.0,509.0
2023,4099993250451,Jeffrey Brock,Segment 5,Kaiser-Bradshaw,646463.27849532,0.6,53.3,6.0,5.259352602957915,342.0,145.0,1111370.5744982911,1757.0,509.0
2023,7750573222936,Brian Hunter,Segment 5,Salas Inc,23638436.34173773,190.73657005102427,53.3,846.0,6.196160445416439,402.0,54.0,3610432.188099837,36514.0,1106.0
2023,862590328465,Carla Cooper,Segment 5,Kirk-Robinson,3172888.045368285,1.0116416685900624,7137.433238551545,881.0,6.2132585645801175,920.0,1180.0,933810.7750560616,49963.0,12109.0
2023,3846239411531,Julie Kennedy,Segment 5,Mitchell-Watson,4214304.092400686,59.38649372468547,3187.1076404101887,79.0,8.962240402769035,5.0,835.0,3164265.660485816,16082.0,9151.0
2023,5870474975570,Jacob Estrada,Segment 6,Stewart PLC,1842034.3358591448,10.805294478632373,1942.8706965335427,1094.0,5.9198750857405535,13.0,62.0,834275.8881844528,1757.0,509.0
2023,8598767784254,Kevin Jackson,Segment 3,"Johnson, Gonzalez and Duncan",4203536.363824788,0.6,53.3,6.0,5.945984138557789,53.0,1597.0,1777949.7963652397,1757.0,509.0
2022,4172550378680,Sharon Schneider,Segment 4,"Patel, Wright and Green",4009574.329094875,17.217145818046884,53.3,6.0,6.333681712929868,5.0,54.0,160282.6,15786.0,32715.0
2022,3527827957333,Ronald Gonzales,Segment 4,Young and Sons,7576886.030832604,181.61057210913552,6904.070959883528,504.0,7.149473999122473,5.0,7402.0,3441658.636407228,292613.0,17406.0
2023,9607291444646,Larry Gillespie,Segment 6,"Webster, Osborne and Lewis",954497.7058930052,0.6,1297.5315008377377,527.0,5.946828671933179,76.0,517.0,2476929.854731168,29868.0,15253.0
2022,8906786298964,Amy Lewis,Segment 2,Gibbs-Mcdowell,55530666.1007191,652.3696304283658,3332.816956440888,1238.0,4.855812094078905,354.0,1945.0,1569615.4934611698,1757.0,5276.0
2022,5366092515699,Charles Nelson,Segment 3,Young-Jackson,5032341.276917527,309.08454194712164,2876.84382502122,6.0,5.914808684176546,5.0,54.0,1655183.236149176,27197.0,6818.0
2022,4141788694541,Michael Elliott,Segment 4,Carter-Dean,15319801.28695284,202.5182025662453,1135.313590248492,901.0,6.375117927501841,5.0,6804.0,1295184.353060878,1757.0,14302.0
2022,813983922197,Philip Davis,Segment 5,"Walker, Campbell and Sherman",3487480.632074566,38.3971601731466,1123.896708099552,1157.0,6.270984540916361,285.0,1804.0,2811104.0348757417,94619.0,17572.0
2022,2322144580384,Erin Bradley,Segment 5,"Scott, Martinez and Christensen",4265629.682458101,82.19255119898776,939.110456368618,501.0,6.085666252833084,236.0,2029.0,1806695.737669438,1757.0,109729.0
2022,7199306697830,Paul Rhodes,Segment 5,Cuevas-Tate,8822466.864906907,0.6,1490.2901996090775,699.0,5.2161189864040205,698.0,6987.0,2687554.1443587635,1757.0,12840.0
2022,1864433655751,Teresa Franco,Segment 2,Reynolds-Baker,3754745.7370325984,24.167999433337947,595.9701441584372,6.0,5.75401921958203,5.0,4041.0,160282.6,1757.0,13651.0
2022,6556417853578,Alex Bell,Segment 3,"Ruiz, Henry and Morgan",1416509.484893382,0.6,651.2616208582458,26.0,5.57098561640423,83.0,108.0,1644104.3580917693,11411.0,509.0
2023,9231557961044,Jason Snyder,Segment 3,Gomez-Livingston,646463.27849532,54.4488648539363,376.70563219063945,958.0,4.635835134203538,5.0,1176.0,855693.6065782433,1757.0,509.0
2022,6172094047545,Debra Weaver,Segment 3,Miller Ltd,1124359.3788210768,40.087311835367885,703.1156396264068,663.0,5.762057846593747,76.0,54.0,160282.6,52094.0,7397.0
2022,4372343543107,Matthew Dalton,Segment 4,Schneider-Jackson,646463.27849532,0.6,53.3,6.0,6.786595458598491,264.0,1072.0,729553.3766977435,1757.0,4683.0
2022,6734790329624,Russell Gutierrez,Segment 3,Austin LLC,1676202.3095558337,16.830706390664375,1026.6666076075849,979.0,5.33347939793771,352.0,8162.0,1789434.6045611138,4734.0,10475.0
2023,8939067882453,Sophia Fisher,Segment 5,Perez Group,4895777.467283571,604.8540687237997,4057.431963251865,1054.0,8.331216359217589,375.0,5074.0,160282.6,10916.0,20144.0
2022,7100021330575,Kyle Wagner,Segment 5,Jones-Cobb,646463.27849532,26.022637944071327,53.3,6.0,7.726162104281788,5.0,1820.0,20418996.870000068,1757.0,6758.0
2023,3669085343876,Kimberly Simmons,Segment 6,"Stephens, Ramirez and Davis",8193610.798436157,79.8455286558326,216.41431212164755,775.0,5.975523738640311,311.0,54.0,160282.6,17322.0,2446.0
2023,124468231391,Billy Williamson,Segment 4,"Hoffman, Taylor and Freeman",8822839.518476946,41.95750458231957,685.6961515679343,2407.0,5.23442113393756,383.0,54.0,1822974.162388611,44787.0,509.0
2022,8691086635310,Juan Love,Segment 3,"West, Harris and Watts",4678390.587822191,140.2693125080756,1202.1630909186872,1017.0,6.035423735351296,798.0,54.0,2604892.6027019373,66623.0,2019.0
2023,1870456896903,Jessica Cherry,Segment 4,Hernandez-Mcmillan,646463.27849532,68.78277980923085,583.6286546965703,6.0,6.227308578249158,3568.0,54.0,160282.6,5823.0,7270.0
2022,5699617814688,Rachael Baker,Segment 4,Ramirez Inc,646463.27849532,46.39513190528966,151.57056398818486,296.0,6.966153760042168,5.0,1471.0,3511173.5817009564,1757.0,509.0
2023,1975647187379,Madeline Hernandez,Segment 3,Hawkins-Hess,646463.27849532,0.6,53.3,113.0,8.749288576045187,603.0,1543.0,160282.6,1757.0,10670.0
2023,972739979851,Travis Bennett,Segment 3,"Graham, Gilbert and Mitchell",646463.27849532,15.51826390030027,1316.1864792523254,6.0,7.884518323174149,38.0,1857.0,160282.6,1757.0,11559.0
2022,930485331279,Garrett Wilcox,Segment 4,"Smith, Ramos and Smith",4777637.312336148,0.6,1215.425584177723,6.0,7.624380368823606,246.0,54.0,160282.6,121462.0,509.0
2023,8935271865824,Sarah Brown,Segment 6,Barrera Group,3364778.176063476,82.88777380871952,639.4359820502191,161.0,2.997017176869068,353.0,1622.0,638290.5034185786,1757.0,6209.0
2023,6869703525623,John Stark,Segment 6,Hall Ltd,3821592.128899563,0.6,53.3,6.0,6.215575179022346,116.0,54.0,323570.3665450053,1757.0,509.0
2022,2683923154845,Amy Stevens,Segment 5,"Morton, Kaiser and Wolfe",646463.27849532,42.86816859729669,418.39172753090537,6.0,6.24093548316718,5.0,1154.0,3032215.6617061887,1757.0,32846.0
2023,3613639435579,Zachary Gray,Segment 4,"Baker, Stevens and Lewis",646463.27849532,0.6,53.3,188.0,8.290027431385319,203.0,368.0,160282.6,1757.0,509.0
2023,8589592193281,Margaret Oneill,Segment 3,Bruce Ltd,4957315.384962705,0.6,253.6806012633424,568.0,6.607996825035924,5.0,54.0,160282.6,1757.0,12533.0
2023,4266413450702,Jeffrey Wright,Segment 4,"Brown, Simpson and Rodgers",5227226.096039948,10.105861848997876,107.36194698645426,1861.0,8.962240402769035,5.0,54.0,160282.6,5592.0,14995.0
2023,6433338974318,Andre Taylor,Segment 4,"Weaver, Marshall and Aguilar",6432048.869607434,183.2761938734848,432.5652861918487,305.0,5.043482233076269,100.0,6708.0,1766429.7818472122,1757.0,7165.0
2022,1816808892681,Scott Clayton,Segment 4,Morrison-Brown,5873355.130536197,0.6,614.0197779056986,184.0,7.560087284534192,26.0,54.0,3004146.477972712,2549.0,509.0
2023,1270792378987,Jennifer Lopez,Segment 5,Pace and Sons,5604597.745309575,76.96435952466108,986.5555640797386,1048.0,7.479647314196792,3568.0,633.0,461555.59556863934,72471.0,29052.0
2022,8291677699112,Brandon Watson,Segment 5,Hoover Ltd,646463.27849532,115.8500666886847,1159.8449255752212,1874.0,7.526005118185508,5.0,16063.0,160282.6,1757.0,9635.0
2022,5525951682037,Tyler Silva,Segment 5,Ponce-Martin,2324268.641170271,0.6,53.3,6.0,6.381536433549858,61.0,54.0,328353.2013913194,1757.0,509.0
2023,7092248983071,Kevin Peterson,Segment 6,Wilson-Black,646463.27849532,34.18233584020631,602.112225312887,240.0,8.962240402769035,5.0,1169.0,1544102.9778107246,1757.0,1625.0
2022,4928946823711,Cameron Mcconnell,Segment 5,"Stephens, Anderson and Howard",646463.27849532,3.594915912973068,823.7778468125516,6.0,6.203380002702158,5.0,54.0,160282.6,31383.0,768.0
2022,207624138533,Cameron Cruz,Segment 5,Charles-Mays,972847.1993520716,54.62329062431553,927.2775384180076,90.0,6.416078033855028,5.0,54.0,1410915.770558064,6887.0,9240.0
2023,9269908610594,Brandi Hendricks,Segment 5,Bradshaw LLC,8758767.384974215,0.6,53.3,6.0,6.401689478921091,535.0,1757.0,1012548.2217043976,1757.0,60762.0
2022,5448844818651,Richard Townsend,Segment 4,Smith-Martinez,4142817.254715803,128.77047066858464,53.3,11779.0,6.292207540014545,5.0,54.0,160282.6,10426.0,15341.0
2023,2609306476236,April Smith,Segment 6,Walker Ltd,646463.27849532,19.65098108534687,340.68457819850573,1982.0,8.962240402769035,5.0,54.0,160282.6,1757.0,4679.0
2023,1434251079192,William Wood,Segment 5,Mendoza-Kane,646463.27849532,45.60070599896686,1207.3385504899154,6.0,7.814875627042912,5.0,54.0,1961176.4763315287,1757.0,5209.0
2022,5478900449338,Sherry Buchanan,Segment 5,"Snyder, Collins and Rivera",2739532.732498288,47.821634769955374,5124.6372728543565,929.0,6.186525369749763,5.0,1011.0,2965617.4088447057,1757.0,12880.0
2022,5731279022008,Jonathan Rodriguez,Segment 6,Preston Group,869414.9840680924,32.39273898386996,53.3,6.0,6.596324314540086,316.0,594.0,1427412.4309331996,1757.0,12677.0
2022,2389540648971,Charles Delgado,Segment 4,Burns Group,6353399.17240698,68.1924045588116,4254.501078531875,851.0,6.363032054602421,5.0,735.0,160282.6,23374.0,9173.0
2022,1322589789350,Lisa May,Segment 3,Fox LLC,5201218.260592952,33.54574236029195,603.893209692376,906.0,6.354870383913251,40.0,1690.0,1668030.2262960686,1757.0,7702.0
2022,9312148768072,Stephen Rojas,Segment 5,Levine PLC,6268085.257574026,58.57472226775917,53.3,6.0,6.263761546282091,5.0,54.0,1923456.074445351,1757.0,14053.0
2022,6742430573511,Mr. David Taylor,Segment 4,Ramos-French,3744416.5263019335,79.87837414402182,1436.1996044337302,997.0,6.168294722197977,5.0,559.0,249907.12956349028,58040.0,53218.0
2022,3208161895542,Sarah Warner,Segment 4,Davis LLC,6917645.263592185,0.6,53.3,2091.0,6.399145253341172,211.0,4933.0,748943.8495425237,1757.0,15108.0
2022,5703099113099,Katherine Sanchez,Segment 6,Johnson LLC,1971125.1482108904,0.6,516.8523819161288,511.0,8.731757882622786,448.0,54.0,1458412.8416288572,1757.0,11225.0
2022,7121209335977,David Gardner,Segment 6,"Wheeler, Stout and Reynolds",646463.27849532,4.63097038950357,53.3,823.0,6.246596740381362,340.0,1221.0,2757756.960644105,1757.0,11523.0
2023,5491128021278,Sean Clark,Segment 4,"Stone, Taylor and Jones",646463.27849532,0.6,53.3,1077.0,8.679213080385306,132.0,16015.0,160282.6,1757.0,35106.0
2023,5302589019165,Danielle James,Segment 2,Walker Group,2137030.1481063515,3.396034273041842,736.982256630255,6.0,6.402904164620743,5.0,659.0,1592800.9092645622,1757.0,14234.0
2022,5971538713616,Kimberly King,Segment 4,Molina-Hernandez,5434858.662737937,3.664152137477416,468.6650813656321,55.0,5.091538603061217,295.0,580.0,973519.2974441928,1757.0,509.0
2023,955527525911,Jennifer Roy,Segment 5,"Cabrera, Alvarez and Long",2408709.248168053,75.85228233845868,53.3,6.0,5.486319607896711,58.0,54.0,242138.10193636897,1757.0,22420.0
2022,637487472664,Heidi Palmer,Segment 5,"Gross, Smith and Nguyen",4548210.38398763,29.836480033233485,825.4591667746265,386.0,7.227511538550898,5.0,3618.0,160282.6,3115.0,16832.0
2023,4003631194212,Sean Johnson,Segment 5,Barrera-Price,646463.27849532,0.6,53.3,505.0,6.371723813509662,21.0,54.0,160282.6,1757.0,509.0
2022,4019086912400,John Flores,Segment 4,"Hurst, Jones and Brown",4878198.419245426,48.45937263671851,594.081292848596,1102.0,7.569551215523758,279.0,441.0,659797.0462435263,32441.0,2714.0
2022,2265656732547,Shawn Wright,Segment 5,Martinez LLC,7982969.7870245725,51.37250805204063,1386.3709055564248,1190.0,6.159661267989125,163.0,297.0,160282.6,7800.0,40126.0
2022,7032709544298,Sarah Carroll,Segment 6,Whitney-Phillips,11506357.87514301,3.372284412384076,607.8746663785851,6.0,6.885858193252084,127.0,54.0,1305502.4346543143,8724.0,7022.0
2023,8666490419481,Daniel King,Segment 5,"Donaldson, Wilson and Valenzuela",5998765.065167437,0.6,53.3,6.0,6.213711131513051,243.0,1018.0,1265355.635928016,1757.0,28167.0
