distributor_id,distributor,segment,company,new_customers_impact,repeat_customers_impact,requests_for_quotes_impact,months_purchased_impact,contract_renewals_impact,customer_retention_impact,order_value_impact,number_orders_impact,employees_impact
5525951682037,Tyler Silva,Segment 5,Ponce-Martin,3449793.5,239538.44,731849.9,-155452.39,-1758125.8,-273568.6,-1056296.4,149176.31,416197.38
7092248983071,Kevin Peterson,Segment 6,Wilson-Black,-6670401.0,-171323.97,-1651936.9,369947.4,-227768.88,10912.477,-2851976.5,-1207350.9,-1231332.8
4928946823711,Cameron Mcconnell,Segment 5,"Stephens, Anderson and Howard",-573436.4,59035.86,-932433.75,552191.9,-49280.875,696867.0,1985356.5,91899.5,2118194.8
207624138533,Cameron Cruz,Segment 5,Charles-Mays,759727.0,-393494.03,1023883.1,-479883.53,-428654.75,-59426.297,-309947.06,-75099.31,1992883.0
9269908610594,Brandi Hendricks,Segment 5,Bradshaw LLC,4569608.0,1077998.5,1532705.8,-639275.0,-4706043.5,149868.1,1165894.9,-21774.625,1864207.8
5448844818651,Richard Townsend,Segment 4,Smith-Martinez,90552.94,-101370.42,-784019.56,-141970.45,-2325736.2,414661.88,-648082.3,-81762.19,-193334.06
2609306476236,April Smith,Segment 6,Walker Ltd,1376008.6,-275792.88,681449.2,-288035.38,285851.2,25384.172,1405539.9,-30445.938,-1933000.2
1434251079192,William Wood,Segment 5,Mendoza-Kane,1095889.0,-453014.12,191466.88,-484983.3,-2784584.8,-1275336.9,-950488.44,-3904502.8,-288191.72
5478900449338,Sherry Buchanan,Segment 5,"Snyder, Collins and Rivera",745245.5,-506002.34,471108.66,-200961.19,-699646.7,20750.5,-134256.19,151918.0,277309.56
5731279022008,Jonathan Rodriguez,Segment 6,Preston Group,278804.88,-158103.22,309550.8,-761155.25,1472230.5,-6684.7188,-675374.8,-31190.812,-1495100.1
2389540648971,Charles Delgado,Segment 4,Burns Group,-18779.75,252876.5,1236783.0,269289.5,-775930.1,-258460.69,307083.56,-134951.19,426299.47
1322589789350,Lisa May,Segment 3,Fox LLC,-4383766.5,260290.27,525506.1,-934315.56,-2039548.2,850120.75,-294473.44,446713.1,-1601717.5
9312148768072,Stephen Rojas,Segment 5,Levine PLC,-124183.625,-171647.28,-82658.53,-83512.984,-669097.75,-464184.53,-463472.5,214716.62,-413649.5
6742430573511,Mr. David Taylor,Segment 4,Ramos-French,-575665.25,-924713.9,1086680.2,-655031.6,1743755.0,15972.359,-1623876.1,-6099037.0,-844063.06
3208161895542,Sarah Warner,Segment 4,Davis LLC,-740873.25,380575.94,539382.1,835371.2,1179793.8,-8096.633,1636698.0,4223272.5,-1503629.1
5703099113099,Katherine Sanchez,Segment 6,Johnson LLC,-405746.75,-25763.102,573079.9,74651.81,943059.6,-753085.9,1572550.4,1983921.4,-1210065.8
7121209335977,David Gardner,Segment 6,"Wheeler, Stout and Reynolds",1280377.2,-4174.75,-136928.72,13029.0625,1938452.8,-496621.88,-620879.5,3795789.2,-2298919.5
5491128021278,Sean Clark,Segment 4,"Stone, Taylor and Jones",468730.75,-257725.17,-262830.06,-523697.94,93100.734,-939046.56,-1226782.9,1740058.5,444278.7
5302589019165,Danielle James,Segment 2,Walker Group,-2802541.0,522840.6,746236.1,549138.2,2842765.0,2487.8906,385057.72,150363.69,766309.9
5971538713616,Kimberly King,Segment 4,Molina-Hernandez,159148.62,326678.16,-410982.44,-41953.695,1907043.0,-327706.88,731128.9,-607737.6,-1552569.8
955527525911,Jennifer Roy,Segment 5,"Cabrera, Alvarez and Long",-3386393.0,581986.06,2481206.5,-132427.38,-3951081.5,625082.3,-534180.0,-2320915.5,639163.0
637487472664,Heidi Palmer,Segment 5,"Gross, Smith and Nguyen",2394240.0,2129.916,267371.44,-119943.484,101162.75,1310345.1,3561540.5,-170785.56,-595310.06
4003631194212,Sean Johnson,Segment 5,Barrera-Price,-106265.75,-369618.25,679440.7,180292.03,4264870.0,-65771.19,520916.62,5775253.0,149401.44
4019086912400,John Flores,Segment 4,"Hurst, Jones and Brown",3103513.2,119878.34,-273021.4,97158.17,1100887.1,-836898.56,334169.78,-3321515.0,1155023.5
2265656732547,Shawn Wright,Segment 5,Martinez LLC,2144918.2,1615109.8,959092.3,-53466.35,-621572.6,201495.52,-994259.25,1485620.5,-786786.3
7032709544298,Sarah Carroll,Segment 6,Whitney-Phillips,295203.75,-165926.44,-718395.25,784246.75,-925099.1,-138467.55,319623.56,595479.2,-151223.75
8666490419481,Daniel King,Segment 5,"Donaldson, Wilson and Valenzuela",42555.25,-89782.19,335381.8,-729879.8,-1773955.0,15896.766,795214.2,-30703.25,-1356036.5
2972226805920,Max Lin,Segment 6,Baxter-Taylor,-2698686.0,-46649.746,67514.53,-143098.83,70274.125,497676.16,-758086.8,112487.875,-506712.4
3353639199162,Jesse Sandoval,Segment 4,Joyce and Sons,-1209536.2,236391.5,-327020.94,25568.594,361624.7,-370093.8,-866308.3,1623042.5,-640182.4
6348495683235,Todd Pineda,Segment 2,"Marquez, Stewart and Young",-331599.5,104770.88,-261873.98,-334772.66,1319932.2,62910.367,981453.4,-230017.81,514813.3
87155966917,Kristina Quinn,Segment 3,Armstrong-Butler,722418.0,247757.6,-455803.56,1641489.8,-2427579.0,219886.34,52112.312,286859.28,562732.1
2929036590249,Raymond Cole,Segment 3,Miller Inc,7024665.5,2084301.2,1377550.9,1774314.5,2169766.8,3795446.0,13564018.0,259284.66,1561033.8
4425534340037,Jose Lopez,Segment 4,White LLC,-4617109.0,825210.9,892884.0,456234.8,967990.9,-859195.9,1289593.6,-1681101.6,-199659.25
1321817632284,Jacob Gordon,Segment 4,"Hall, Ross and Holmes",865584.0,415734.88,105019.266,269438.28,222878.38,328389.34,-400744.06,-3263131.0,-1074346.8
1407572568195,Lisa Evans,Segment 6,Moore-Houston,-6841348.5,-1741856.5,4672.4688,-647543.7,-2912594.5,-2043591.5,-464149.38,-6194995.0,-806955.4
5422855555873,Maureen Hamilton,Segment 4,"Payne, Pena and Dunn",-2292009.5,-491152.56,-710190.75,-840425.6,-566059.6,-273419.75,150644.44,194546.69,1545572.0
9377471586694,Amy Baxter,Segment 4,"Pugh, Davis and Martin",-307047.88,623860.4,-1414.9375,348368.0,1726349.1,-206092.69,613702.75,-289881.75,699537.9
4224603674628,Brenda Farley,Segment 4,Berg-Atkinson,-945731.4,76715.945,-334699.2,-760786.7,2447496.2,-1072392.8,1094958.2,-3394623.5,-979974.6
9830629180095,Amanda Lee,Segment 2,Kelly PLC,-429734.5,109972.81,60178.03,839669.4,939157.8,137143.56,-10337.6875,-52319.03,-526255.0
7348148553730,Jesse Bruce,Segment 5,"Williams, Adams and Brown",2874193.8,241857.36,971052.5,868476.5,1282481.4,-289417.78,-228774.69,-82571.875,629334.7
7195371209985,Dustin Charles,Segment 3,"Park, Young and Barnes",-1697416.0,223651.08,-190957.56,-49738.89,-2466230.2,837824.5,1194584.2,1652910.2,698775.75
7890297908058,Kathy Stokes,Segment 2,"Mendoza, Rice and Bowen",-2294180.5,-1177672.1,-1212573.4,236563.3,-2301186.5,-78466.266,-300493.75,148375.25,1400766.0
1778877809451,David Sanders,Segment 1,Berry Ltd,389566.25,-19634.496,18500.266,183178.06,-1302387.4,58711.15,139787.25,-138556.12,-118497.56
2639849866805,Mark Baker,Segment 1,"Mendez, Martin and Webb",-2713111.0,-225163.84,-243359.2,227844.62,2614674.0,971139.56,-4629638.0,-1801877.4,1570183.6
6362924677046,Derek Carroll,Segment 5,Weber-Morales,-793425.25,546644.9,-176471.75,474965.3,1442122.1,-55294.227,-1512527.0,-164752.62,-87425.875
8552901560838,Marcus Cruz,Segment 4,Berry Ltd,-391591.97,747830.25,-550030.44,1303947.5,4131733.8,806206.7,1189786.1,2527704.5,981318.6
4121557119062,James Clay,Segment 4,Montes-Gutierrez,2890444.2,731970.44,-27253.562,271501.7,-357708.0,1519029.2,283980.94,-80291.19,2886882.0
1703371729295,Robert Thomas,Segment 6,"Soto, Park and Walsh",-4350753.5,391661.12,-2269495.0,-2325979.2,-2239889.0,303941.88,-1026395.7,-2494418.5,-1642545.9
4856360984582,Christopher Page,Segment 5,Mayo-Stevens,2719100.2,-663694.6,1709691.0,188507.1,4516912.0,-91438.37,155220.19,1846208.1,-813549.56
4244928644700,Wendy Johnson,Segment 6,"Holmes, Riley and Holt",78011.25,119196.414,-63123.125,-11832.219,-713178.3,305940.84,-867696.5,1060257.1,610079.5
3719646901387,Sean Smith,Segment 6,"Woods, Green and Collins",1115673.2,414699.8,-524138.75,78792.59,2432164.5,2242086.8,1038088.8,-307674.0,1795634.5
8370748709322,Heather Mendez,Segment 5,Goodman-Conley,-497979.12,1058016.1,-164450.81,382798.84,147266.62,242544.2,-1121733.2,637118.6,-822007.0
960069746809,Priscilla Zimmerman,Segment 6,Jones Inc,477626.0,-36595.867,-1201195.8,82766.91,-2398835.8,-294411.62,-780003.56,99972.53,2290366.0
7023415529846,Nancy Perry,Segment 3,Franco PLC,-2007861.8,-130015.016,-898729.9,-739660.0,-2891778.8,197224.77,660209.25,235006.06,1875585.8
9959606579414,Jeffrey Carrillo,Segment 5,Williams Ltd,-52178.25,310340.44,-3184801.5,933800.1,-1110821.5,-305270.5,-1637961.6,626366.94,-1036811.9
4927507452599,Jamie Perez,Segment 5,"Rodriguez, Charles and Ball",-640975.0,-249959.66,-127975.31,-185599.38,1053387.6,-159670.94,-124246.06,1832439.2,2495426.0
4922184595089,Matthew Garrison,Segment 4,Fitzgerald LLC,-479122.75,155289.69,349342.56,830863.25,-144615.75,-261037.72,1306271.5,1069122.9,-494257.44
4341502893155,Carly Snyder,Segment 5,"Moore, Schneider and Johnson",1553537.2,533032.1,583694.8,239292.47,493247.38,-39317.58,811617.8,-1798905.8,-621311.9
9478250141049,Mrs. Jessica Smith,Segment 6,"Perkins, Moore and Pierce",2440097.2,200105.72,-820337.25,511562.88,1764238.5,7326.571,63542.062,-325811.47,151890.38
3206637273429,Kelly Wheeler,Segment 4,Contreras Ltd,2116680.5,1220745.0,1753700.8,-165942.61,1887731.9,-51731.21,1433195.5,5362291.5,1828987.1
1259287402314,Stephanie Gentry,Segment 6,Johnson LLC,9050.625,397990.56,116976.69,757826.44,2813371.0,-1185218.0,-1413963.0,-727910.8,-463613.4
3864011732513,Tracy Sawyer,Segment 5,"Scott, Coffey and Faulkner",-4374.25,90580.6,338040.44,-337981.7,67593.734,247252.28,706572.3,266660.16,-122391.56
429905294077,Charles Kelly,Segment 1,White-Price,1623812.0,985307.2,622895.8,330557.28,-643578.25,1048697.4,-1627576.2,-1012265.56,-772223.9
8712514276186,Dr. Devon Reynolds,Segment 2,"Webb, Cooper and Hardy",-777509.1,106948.59,-450766.25,-387562.12,1695683.6,963664.75,1686834.6,-901866.6,-722535.5
8672376013636,April Rowland,Segment 5,Nelson Group,466651.62,-533576.56,-527353.3,-484497.94,49350.5,-468700.38,-675579.9,-218487.06,669177.5
5785110059463,Melissa Peterson,Segment 6,Krause-Maxwell,-266810.75,-84059.836,198856.44,-250779.84,1249578.1,-49005.84,-1978896.8,35949.75,575344.5
6147658036846,Sharon Reeves,Segment 6,Mitchell-Johnson,2918482.8,1249746.0,-24157.453,-595515.25,-2326613.5,756574.44,-344534.75,-3640754.8,989497.4
7540554009966,Kyle Hamilton,Segment 3,"Hanna, Willis and Snow",-427050.5,620007.25,-513149.2,558074.8,1084419.8,82239.19,-1097604.4,3219511.0,74999.34
3263250803389,David Miller,Segment 5,"Arroyo, Welch and Smith",3678821.2,-739930.06,-383999.88,-353567.12,-100671.07,-532092.8,-148123.94,-742958.75,1640426.1
8261898751418,Peggy Baldwin,Segment 6,Winters-Brown,641856.0,19136.375,-2066894.9,-218302.86,-850710.25,131590.72,-2220880.5,-2373934.0,-786956.6
9174118129128,Barbara Johnson,Segment 5,Wilson-Townsend,4079734.5,-476808.66,615439.56,-1048438.0,1763454.8,444958.0,-301411.22,-155826.25,711133.4
2985946320048,Christopher Copeland,Segment 5,Harris-Blackwell,2732000.5,977411.56,1931693.2,-374071.0,-361711.38,2182268.2,2181050.2,294068.88,-674010.5
8882420040314,April Navarro,Segment 4,Bryant-Miller,-1305077.2,895465.7,131327.94,170619.1,1596578.6,-21462.781,292032.28,3694407.2,-463410.03
3459455643831,Carlos Kelley,Segment 5,Joseph-Richardson,249105.25,70157.78,-1512799.5,-206232.62,-3141795.0,-274562.38,91077.375,116501.94,-159332.4
4860288842930,Matthew Brennan,Segment 4,Ellis-Flores,3291708.5,-717750.9,98055.53,667083.9,1588735.5,922701.8,-1621890.4,-419572.56,-1307978.5
4195818340656,Cassidy Roberts,Segment 5,Burgess-White,2499512.5,1870169.2,-154294.4,230327.12,-274343.38,333274.06,804657.9,-3331828.0,-1278395.5
4528744895189,Matthew Williams,Segment 6,Lynch-Moran,-2027341.1,385268.34,-725721.9,312202.88,3802681.0,1069.1875,-428754.44,3848015.5,-588123.1
7944979607484,Jade Copeland,Segment 6,Walker and Sons,-4760635.0,-414135.8,-1523256.0,-219808.22,2436076.8,193487.58,238655.12,-1540184.5,-3223288.5
5071625120195,Stephanie Mason,Segment 5,"Robinson, Hogan and Turner",2182012.5,-980906.4,-503493.62,-655046.8,745763.44,378258.06,-2441595.5,-1009168.0,5383061.0
4750819203746,Suzanne Gonzalez,Segment 5,Parker Ltd,4065996.5,798319.75,-1560882.8,-79979.44,301192.8,-900146.06,1192570.0,1194713.2,742484.44
3873790130168,Ricky Palmer,Segment 4,"Robinson, Ford and Martin",-936513.75,78630.055,34355.938,-89032.89,2112230.0,-186954.14,1035275.0,398169.0,-700250.9
4253091825595,Paul Murphy,Segment 4,Rivera LLC,-1391382.8,-632888.25,-1656269.2,-1210480.0,-4327536.0,129685.555,-200541.94,332463.44,1213287.9
8894407306610,Hannah Huff,Segment 5,Floyd Inc,2925060.0,140640.28,-208674.9,-672126.0,4010001.5,-360569.1,113220.086,-253209.62,2238928.0
9355543747273,Daniel Porter DDS,Segment 5,Rhodes Inc,-2208034.5,-44957.547,420476.44,-438788.62,-1566384.2,1182177.4,1499172.1,-1957974.8,-515101.56
1069470549852,Kayla Robertson,Segment 4,Cook LLC,1356724.0,-242408.25,-794769.5,562536.4,-368151.5,925011.7,-143548.61,-157343.25,-46337.062
1732712633076,Stephanie Ortiz,Segment 4,"Joseph, Bush and Lloyd",1217440.8,-77812.734,-821133.8,120494.125,-4025048.0,328438.03,-835665.4,115700.625,1524161.2
1954058528353,Maria Scott,Segment 4,"Nelson, Adams and Hernandez",5798211.5,139765.53,-465416.34,416587.62,1750391.9,893851.9,2630426.2,2462254.2,-1119136.8
9293852659095,Krista Hayes,Segment 5,"Rojas, Rodriguez and Wright",1259668.1,204239.3,-1397779.1,-236361.81,2903852.0,-29162.61,25132.188,-75179.25,-435977.62
5546985956765,Anthony Henry,Segment 5,"Hayes, Shea and Figueroa",-1126348.0,-822728.75,-1032138.0,-1431424.4,-6554665.0,-76717.19,516223.28,2842470.0,509409.12
6174797767638,Megan Hoffman,Segment 6,Smith Inc,598681.5,1081515.2,-854894.8,489527.8,2435162.8,310062.66,1816884.4,3790726.0,2760814.5
1338468299766,Jessica Perry,Segment 6,Anderson Inc,2338932.0,63114.562,-57636.438,-744849.75,999217.7,78632.03,-1174748.0,2990019.2,-208522.06
9915191364064,Lindsey Stevenson,Segment 5,Thomas LLC,-3631209.0,-309845.44,-739241.7,1423063.0,3714134.5,-21356.93,-1349456.0,187546.75,-1751923.5
4075083777459,Harry Farmer,Segment 3,Burns-Robles,1950142.5,-505171.88,-538648.3,-1522799.6,-2342800.8,157053.98,-1206931.2,724618.7,404412.56
1756048640362,Debbie Jenkins,Segment 6,Morris Ltd,-3452367.5,-192153.52,-1591796.5,187379.31,1587962.0,-44360.64,-24852.062,335865.22,330268.7
702155852410,Todd Leach,Segment 4,"Rivera, Harris and Stephens",-273337.88,-705817.75,-78288.03,-699750.2,1143545.8,-201042.95,-163299.94,-190845.97,651191.1
428515124170,Victoria Ramos,Segment 3,"Keller, Bowers and Weiss",563998.25,31007.025,-170349.31,-4332.7188,-1979828.0,-130045.266,-865242.6,-695701.8,-450621.44
1115002701301,Kristina Bell,Segment 5,"Price, Vasquez and Fletcher",3829589.8,464605.8,2022095.6,221494.6,-4137297.8,-1414270.8,-6397850.0,-868474.5,-1270803.2
600283118456,Mrs. Colleen Ho,Segment 4,"Mccormick, Swanson and Reyes",-2341891.2,-168922.42,-6003.875,613480.25,-1437128.0,808869.56,-1647207.6,233109.88,1009151.0
545129820486,Jeffery Fox,Segment 4,"Shaw, Pope and Smith",5092909.5,621992.75,787014.0,-113888.89,1910404.5,278749.38,489848.28,175821.12,1708761.1
2354846228738,Heather Hunter,Segment 5,West-Lee,-422352.75,244747.47,151139.27,-779434.25,-463873.6,449162.3,3839225.0,-439348.5,-925266.2
3023964501052,Daniel Lee,Segment 6,Pierce-Hayes,-2337508.8,170021.2,-702924.1,-19899.793,1085880.1,755472.7,-9469.906,-3893316.2,2771689.0
8054720000750,Carrie Orozco,Segment 3,Wallace Inc,3483251.5,203084.9,789481.44,184627.22,582742.0,-49795.31,157662.75,-167134.19,-878993.75
7136605623979,Melissa Santos,Segment 5,Lopez-Murphy,-2808467.0,-1482353.2,749202.3,1302592.9,-1248288.0,78100.41,955489.25,-960876.94,546130.0
173337174932,Jessica Anderson,Segment 5,Brown LLC,859773.6,-230527.75,-517721.34,-331604.78,-1877427.5,-297570.06,-731608.0,-216403.47,538779.44
2592890566851,Susan Beltran,Segment 5,Watson-Garcia,2710677.5,121350.29,132725.48,375760.34,74266.17,297892.25,-61687.438,-16252.75,1370526.0
3684229869364,Deanna Arnold,Segment 4,"Garcia, Carrillo and Warren",-1224202.5,-100265.95,663274.1,-219325.88,-1845006.2,38331.312,-708571.25,-671471.4,-376825.97
6231964453302,David Leblanc,Segment 2,Dawson PLC,-1200795.5,-735253.44,123244.75,79045.375,3764642.5,-165872.25,-1731167.5,271998.53,-220966.25
7708153596779,Joshua Mann,Segment 3,Smith and Sons,-2055144.4,611033.6,945566.3,-598440.5,2170687.0,471739.16,-945856.8,-3840198.8,967538.9
7380752935441,Kevin Little,Segment 6,Williams Inc,4739333.5,169078.56,604773.4,-33443.703,-3383834.2,-1021452.75,59011.945,5205081.5,-1063750.2
9266522464268,Emily Alexander,Segment 5,Jacobs-Camacho,-2814626.0,-111496.19,-1747890.8,-899201.94,-1781236.5,-402805.94,-833701.44,302044.2,-98218.7
6641840176995,Christopher Lane,Segment 4,"Salazar, Stewart and Baker",-2372731.0,331107.8,53023.562,235512.4,612797.9,1418223.1,540724.56,180396.19,-1026583.25
8462598172491,Olivia Vaughn,Segment 6,Welch-Sanford,-1767755.9,368598.2,-205601.52,1012325.7,-1215986.2,963620.06,-2483550.0,4523829.0,3095217.5
8320303174430,Timothy Hudson,Segment 5,"Peck, Wolfe and Knight",-887790.6,14696.078,-264263.66,1061703.4,483079.84,-406884.3,-505460.44,-240332.88,-622504.3
2055973320141,Michelle Perez,Segment 4,Thompson PLC,-11183018.0,-1002354.1,-2995343.5,-1942583.6,1729829.4,-578538.4,-2226948.2,-1685909.1,-1447498.9
4999658697228,Deborah Williams,Segment 3,"Phillips, Beasley and Sanchez",1330248.8,29554.914,842755.6,194860.38,145818.25,497221.8,-692210.9,-109301.875,-2565645.2
4265397687807,Virginia Clark,Segment 3,Harris LLC,4976059.0,615101.9,-851008.25,239065.53,1534129.6,63958.844,1889774.5,-308991.06,-160331.77
178821199316,Patrick Hampton,Segment 6,Morales and Sons,-4001522.0,655032.44,-124009.97,208817.53,-1339731.9,-1629826.5,-1030156.7,-1020758.0,1195796.2
8787759284951,Joshua Lee,Segment 3,Sanchez PLC,-4294325.0,-172869.22,-110309.414,216756.08,-2398051.8,128245.055,-6761.875,-6141511.5,-1356904.2
6787603521890,Mike Love,Segment 2,Lopez-Sullivan,-403653.25,315618.28,877811.6,-1031437.75,-200024.12,60813.195,1499823.8,-15427.875,-390530.6
2704663293301,Joshua Rubio,Segment 2,Carter-Reynolds,-270444.62,-256492.94,1005899.6,-147086.31,-2512934.2,608313.9,-448033.38,265316.75,-1405360.8
430789900589,Erika Moore,Segment 4,Rivera and Sons,-6862087.0,-895775.5,-1574136.1,107589.01,-133729.38,-530082.9,-1712455.8,-2998057.0,-963498.06
5706533724240,Julie Hawkins,Segment 6,"Harrell, Turner and Griffith",1539536.2,-29336.035,-104740.61,-537967.94,-3328426.5,209362.19,222489.25,552757.25,-3778809.5
9745991311100,Brent Gregory,Segment 5,Gross and Sons,-792953.4,-55761.46,566019.8,516142.88,-640615.56,40882.39,463837.56,215349.5,-648790.9
1375432465291,Rhonda Gonzalez,Segment 6,"Holmes, Newton and Butler",-563233.4,-494982.78,-281630.22,-692088.6,417651.94,-116140.195,-1211278.8,2502583.0,31343.25
1733900737095,Lisa Morris,Segment 5,Fisher-Rose,287075.75,799030.4,-149809.94,-270814.3,-103574.625,-31345.166,-1094148.0,-540859.4,2919941.5
9206064023196,William Henson,Segment 4,Nguyen-Brooks,-512645.94,655248.75,-203541.12,549189.6,1155268.0,137343.45,-4730745.5,-721401.4,936525.9
8497244709738,Michelle Edwards,Segment 5,"Williams, Lindsey and Morton",-4063499.5,-333681.06,-149634.16,234993.4,4346323.5,-560488.7,-807390.06,2680799.0,645457.2
9901888882652,Charles Rogers,Segment 4,Hernandez-Parker,-3870496.8,806604.0,-3597597.2,-81758.91,-3701644.5,857277.7,-2052882.0,413198.34,-889278.25
1855274962849,John Moore,Segment 6,White PLC,-1303401.0,221159.75,-656661.6,-277065.8,441539.25,-1018208.4,-733613.7,2755788.0,-354816.94
3649521829867,Charles Rose,Segment 2,"Moore, Hancock and Jones",-2160637.5,-857513.5,732541.1,334117.44,-417098.8,-138318.03,386989.56,154766.12,-1559243.1
5074078935453,Crystal Hawkins,Segment 4,"Jenkins, Russell and Rice",-2567852.5,553644.1,1818602.6,-36726.812,1572177.0,-522336.84,77949.5,-135722.53,-336875.94
252500709291,Stephanie Delacruz,Segment 6,Yu Group,1770618.2,73280.58,156323.56,-390644.44,-484407.12,-221426.75,820500.9,-54489.64,1471728.9
2695657430409,Samantha Gonzalez,Segment 2,"Stewart, Tate and Summers",2958413.8,-303141.06,77271.16,952166.1,-1671982.5,-3527.5781,-1774142.8,-905322.94,-1063458.5
7798522901310,Julie Hill,Segment 5,Wilson and Sons,-2222230.8,89504.81,-776228.3,-68868.59,822832.0,367502.03,-1047957.6,-3980992.5,-1238442.8
5479837652600,Jessica Miranda,Segment 4,"Olson, Briggs and Hayes",304194.0,1067552.6,-144824.12,137984.06,-217470.72,-780892.9,-2075405.2,-655653.5,-552649.5
6537990399271,Ralph Sharp,Segment 3,"Hines, Long and Scott",1422725.6,-194064.12,131703.83,816209.6,-962475.0,118838.195,-416743.3,-2516545.0,-2128498.8
133799802996,Isaiah Lowe,Segment 4,Foster-Mcdowell,-117253.125,-206806.5,906747.5,-709105.9,-1404035.2,25359.398,122856.125,-458719.4,577273.25
1714816537290,Wayne Greer,Segment 5,"Woods, Fuller and Mcdonald",392847.38,121351.984,261816.28,-258210.9,-2288238.0,-22473.559,38604.938,56861.5,127925.44
5896757452316,Edward Johnson,Segment 1,Nicholson-Cochran,-3488.2031,330719.75,788085.9,-626996.44,-3251905.0,-692622.56,684260.06,-382819.88,1197434.8
4570003399969,Andrea Bennett,Segment 3,"Gordon, Brewer and Perez",1735263.0,580224.0,-81301.03,333726.6,267714.38,-838178.6,2699280.0,-1704325.1,-1644170.8
9973174586278,James Le,Segment 5,Barnes LLC,-2218945.0,-38552.266,115821.914,978085.5,560431.25,-267656.22,-890676.2,216970.0,-69646.875
941361614706,Megan Johnson,Segment 5,"Moore, Alvarez and Miller",-506626.44,412.1494,-985175.25,24032.5,-2719693.8,336894.06,5115.6875,2329937.0,1166921.9
9379416434831,Emily Benjamin,Segment 3,Walton Group,-327185.8,1065297.2,-325694.84,-1710840.6,-3285613.0,-243025.5,1204160.4,209528.5,-663761.1
3671976301247,Tracy Bradley,Segment 5,"Matthews, Roberts and Hamilton",248921.12,195715.8,137902.6,996458.2,2817168.5,554177.06,1707891.5,3230623.0,-1650615.0
9915229969162,William Carey,Segment 2,Bullock LLC,-3842115.5,389301.94,-1411916.2,72304.97,-299147.12,960988.6,1133331.0,2613907.0,-709344.4
6214021026244,Matthew Johnson,Segment 6,Ford PLC,-1486477.1,604009.8,80041.11,-289752.25,2923370.2,-402091.44,-843748.8,163591.44,-608115.0
6538137187249,Sara Deleon,Segment 3,"Lewis, Martin and Bridges",-2091056.1,657488.6,-548826.8,-77284.69,2714587.5,240263.61,81294.44,-219538.69,-4280895.5
8837930060253,Catherine Melton,Segment 4,"Ortiz, Parker and Smith",-89042.625,554114.3,302751.75,-327327.16,1177331.2,123743.14,552117.2,-2003067.5,-665041.9
5118525271807,Mary Cox,Segment 6,"Christian, Carroll and Sims",4248517.5,353978.78,396469.56,238738.72,-912324.2,-641842.25,296076.44,1063404.6,-1277883.4
4268654642021,Anthony Lewis,Segment 6,Conrad-Gross,-9738.0,-327166.88,220360.92,-76292.97,-1587967.9,-338527.25,4406774.5,1758698.2,-936562.06
796748904259,Eric Moreno,Segment 2,Macdonald PLC,2486160.0,-1033556.5,-57988.58,225566.92,2975469.5,-567439.0,401395.88,1338614.8,579210.6
6466702969306,Ann French,Segment 6,"Sullivan, Miranda and Dorsey",-283620.75,-35331.734,75816.125,499157.47,-1595365.4,793453.56,1776152.5,248910.1,-1826841.6
1623424190134,Brent Steele,Segment 4,Walker-Rodriguez,-3733815.5,-104379.56,230597.8,-2810559.2,-770010.1,86778.53,-140313.1,-1115305.0,-1213952.2
9812773924367,Matthew Chavez,Segment 6,"Shea, Johnson and Fitzgerald",-707502.5,-265558.3,678523.1,-445763.12,2358224.2,-86195.11,150922.0,643583.4,-338210.38
3663245204564,Sean Olson,Segment 6,"Wang, Long and Gonzales",143495.25,319745.0,451946.47,494195.28,-2490546.2,-48654.312,791424.94,404548.38,-2075628.8
2448903750451,Mr. Donald Harper,Segment 6,Miller LLC,2119823.2,52924.023,662829.5,1131483.5,2141724.5,277224.06,-1375429.2,-3304536.5,620003.2
440716015514,Christine Mahoney,Segment 5,"Rios, Ward and Benson",-3009119.0,-262240.8,-341494.72,115774.19,1460555.6,135611.44,533653.8,4110715.2,648349.06
4124463443283,Kari Dean,Segment 3,Davis Ltd,2572207.5,18860.969,-32744.547,305194.3,2361966.8,-513945.4,5776674.5,1669982.0,1139375.0
9978408038448,Amanda Anderson,Segment 6,"Wilson, English and Weaver",362903.5,1592423.5,1599156.0,2466663.0,-2641044.8,-337360.7,777765.75,-3738400.0,-132734.31
5166699324300,Joshua Hill,Segment 5,Gonzalez-Clayton,-1507783.0,335583.9,993.09375,-698782.25,-158935.31,-200550.0,366257.2,24840.938,353992.03
4177728748449,Scott Gonzalez,Segment 5,Howe-Fritz,330083.38,-64192.28,153101.42,-1990765.1,1136805.8,405482.16,-372842.9,-12640.281,-1925617.6
9072389119988,Douglas Jackson,Segment 4,"Richardson, Murray and Anderson",-4724121.0,-660402.1,901691.25,-412510.38,1225999.0,-1848318.5,-372504.06,-651441.3,-428627.53
7996709734809,Dr. Carl Holden,Segment 4,"Heath, Allen and Downs",755994.9,-410815.62,-748147.9,-379876.22,121658.03,229461.83,298237.8,1398525.1,-1537669.5
1701811679452,Stephen Torres,Segment 1,Duncan LLC,-10945214.0,-302865.94,-3156709.0,-138052.12,-783598.6,-475227.3,-1676377.0,215844.4,-2888607.5
6177198428085,Daniel Banks,Segment 4,Elliott-Jackson,-2493416.0,68113.69,-50899.97,145819.17,401616.88,119857.125,702234.25,63388.625,3131430.5
