year,distributor_id,distributor,segment,company,revenue,new_customers,repeat_customers,requests_for_quotes,months_purchased,contract_renewals,customer_retention,order_value,number_orders,employees,new_customers_impact,repeat_customers_impact,requests_for_quotes_impact,months_purchased_impact,contract_renewals_impact,customer_retention_impact,order_value_impact,number_orders_impact,employees_impact
2023,3179269521544,Patricia Combs,Segment 3,Hall-Silva,5988350.427168747,47.7279120568529,644.6035953270899,1971.0,7.807233647429332,46.0,370.0,8179032.666963316,23645.0,509.0,1861485.1,125970.81,-132145.3,331749.8,-496322.5,-247256.56,1478334.2,704349.75,-1930076.8
2022,8403856315397,Bradley Russo,Segment 4,Perry Inc,5618082.024719838,16.348914687239798,53.3,2900.0,8.800697061116034,32.0,4608.0,2144018.78951332,1757.0,8826.0,-1363787.8,153982.05,183431.31,-159459.45,-145205.39,-465053.12,1042502.2,-569278.4,-324123.44
2023,6737643164366,Elizabeth Sullivan,Segment 6,Lopez-Roberts,646463.27849532,46.670085556408544,948.0750366574902,278.0,6.232957363569901,78.0,1750.0,160282.6,1757.0,16159.0,1861694.5,117573.24,-168750.95,-363036.6,-503643.34,-10117.19,-828377.25,-549732.6,830517.1
2022,9673659432952,Sarah Mcdonald,Segment 4,Pena LLC,6120547.301748401,0.6,1128.7224359821462,6.0,8.03239516122109,5.0,497.0,3414664.800548992,170065.0,11501.0,-1368331.5,-265756.6,-385374.6,-12057.327,-1296934.9,-32913.867,701821.4,1423361.0,14549.174
2023,3062271939790,John Gonzalez,Segment 5,"Weaver, Parks and Miller",7581717.067376222,0.6,7327.448742051129,352.0,4.934468201356377,702.0,145.0,334209.06190552434,107483.0,5882.0,-2379659.8,-18393.072,-390203.47,1252581.1,1053934.9,187835.14,76294.32,2752057.2,-536595.56
2022,4587925710178,Robert Stone,Segment 5,"Mcmillan, Nichols and Moreno",646463.27849532,0.6,53.3,6.0,8.472025131820493,130.0,1040.0,160282.6,1757.0,9543.0,-1267071.5,85421.45,-247180.72,-54458.402,55914.133,-121675.55,-815866.4,-709838.4,-172916.4
2023,5746440601548,Anthony Johnson,Segment 4,Scott Ltd,3222457.04031972,43.34092010818484,53.3,909.0,6.285289886897446,175.0,799.0,160282.6,1757.0,525.0,999852.94,34839.867,-17037.412,-303107.2,-58694.27,-195409.38,-574563.94,-625444.25,-1080548.1
2023,4887276975906,Christina Thomas,Segment 2,Atkinson and Sons,1372550.0874144756,0.6,1365.7805542583194,225.0,6.392532002858689,5.0,54.0,160282.6,34713.0,9914.0,-1325375.5,-290587.75,-248992.06,-462945.8,-1463835.0,25477.873,-709842.7,739618.75,-85200.695
2022,8128557725046,April Blackburn,Segment 6,Lane PLC,8368509.364695831,162.70484123282782,1181.3408272035235,243.0,6.2413494227842365,5.0,3800.0,2465029.9519713894,154195.0,14463.0,1539322.4,-254612.38,-367499.1,-732642.8,-1871993.6,-682435.8,-445212.03,1187999.6,1286337.5
2023,2116617850292,Amanda Flores,Segment 6,Wheeler Group,9080673.721891336,216.5019481829657,53.3,566.0,5.810824400108012,206.0,54.0,160282.6,1757.0,509.0,4312172.0,-265947.25,-107297.016,61374.938,1470269.9,-58170.793,-619017.0,-1021745.1,-699812.2
2023,7478130137416,Andres Lyons,Segment 4,"Dunn, Tucker and Smith",646463.27849532,0.6,53.3,340.0,6.358480197103741,5.0,1005.0,160282.6,1757.0,4504.0,-1081469.8,39899.49,-239754.94,-449905.44,-1188679.9,-132323.83,-684156.56,-498947.2,-505486.66
2023,2564624288834,Angel Moreno,Segment 5,"Davis, Rios and Campos",646463.27849532,0.6,763.764246882409,6.0,6.2092499782686446,76.0,20416.0,9374286.99539604,1757.0,2788.0,-1911921.9,-190454.86,-62779.496,-322756.4,-109298.42,1100032.4,4663859.5,-246918.03,-1577307.8
2022,8534691774299,Sandra Cooper,Segment 6,Floyd-Watkins,7245515.192189378,93.58364269401436,53.3,399.0,6.097145615589742,337.0,54.0,160282.6,1757.0,5803.0,2323973.5,98066.84,-306370.28,-83571.16,1467127.6,-138847.1,-733983.06,-982965.25,-336701.53
2023,9765278100395,Traci Barrett,Segment 4,Best-Thompson,2186616.429749597,0.6,1868.3816639832944,6.0,8.381096633366704,60.0,1224.0,267097.4353476238,1757.0,13162.0,-1387836.9,-578491.56,-117984.29,-80676.64,-98663.92,-106387.1,-367314.97,-621202.6,242351.5
2023,7074695077251,Mary Murillo,Segment 5,Estes PLC,918630.59153349,38.150451583173954,57.49444684267172,6.0,8.962240402769035,5.0,54.0,160282.6,46943.0,5275.0,-430848.34,6443.1875,-437960.97,279957.75,-2271138.0,25629.178,-809813.44,2304900.0,-450601.34
2023,6481022096259,Thomas Green,Segment 5,"Morgan, Campbell and Mooney",4044410.666722865,63.06039502792662,1720.768372238661,1111.0,6.755050236704707,288.0,5550.0,1875632.038653005,1757.0,509.0,224010.14,-497309.25,258200.39,1172918.0,1748822.9,-767714.56,-96132.1,-794064.4,-1022483.94
2022,9532360952503,Russell Donovan,Segment 3,"Macias, Harris and Gonzales",2060719.985941792,438.9185243200203,2056.597577745103,6.0,7.710508862531136,5.0,54.0,2848367.205166541,62192.0,509.0,4429768.5,-137741.97,-1296132.5,-82294.414,-2419902.8,141906.75,407165.2,2708568.5,-1227838.0
2023,2172129196389,Jennifer Harper,Segment 4,"Mullins, Johnson and Evans",3379029.7338671526,76.50008292832435,53.3,443.0,4.9974221621079895,232.0,1833.0,2243715.7837831546,23455.0,16335.0,-279862.53,257969.0,-590922.7,837173.44,644207.75,-322893.88,664060.3,468238.1,1304991.8
2022,7547153512873,Justin Schneider,Segment 6,Atkinson-Alvarado,7762687.881043468,74.50708921629125,1489.070547537717,11841.0,4.290703362063352,5.0,851.0,1808246.5989676856,50017.0,13568.0,117503.625,-1047692.25,-164482.11,1159850.2,-1964941.4,-477088.9,-282404.06,3693978.5,1093423.2
2023,153057312432,Kathleen May,Segment 2,Duarte-Johnson,13104294.728525972,174.28087027869947,2786.3216196039552,1700.0,6.067698052311552,634.0,1569.0,6748083.325505342,192911.0,6454.0,2538592.5,256252.72,261545.72,-507279.53,1635300.9,-591793.4,1682277.2,1482810.9,-1381251.6
2022,1982805834815,Barbara Fields,Segment 6,Williams Inc,1274684.4508127156,0.6,53.3,6.0,8.104072457083753,5.0,12151.0,160282.6,1757.0,14936.0,-1143712.9,67294.125,-285294.53,-347060.75,-1209961.4,54458.113,-880525.5,-711978.25,1123184.9
2023,8668356885744,Cindy Freeman,Segment 5,Fitzgerald Ltd,646463.27849532,0.6,2778.9879363776668,2988.0,8.962240402769035,5.0,18201.0,160282.6,1757.0,10686.0,-1170530.9,-347120.28,56589.902,-128434.54,-1104124.1,-151344.8,-958031.2,-727635.44,-83682.375
2023,819822943613,Jack Hess,Segment 5,"Zimmerman, Sanchez and Burgess",3181475.176535711,24.71483722905336,575.2571174391248,6.0,7.15774439111269,5.0,571.0,1902117.6013773968,1757.0,8507.0,-918415.6,95106.57,-374724.84,510100.12,-1365291.2,-3117.5923,-32415.305,-465563.66,44130.94
2022,9367192011520,Samantha Pineda,Segment 5,Taylor-Kim,2356992.876607105,46.24842380609536,1229.9854938751273,11841.0,5.685491184811262,2314.0,17022.0,160282.6,76415.0,19004.0,686142.94,-703989.7,-245005.12,221215.75,-29536.959,124212.27,-884140.06,2236944.0,570325.2
2023,4134902167281,Jennifer Mcdowell,Segment 4,Wood Inc,1947143.624167785,0.6,188.78799797732705,1190.0,4.560864132714436,310.0,1858.0,329927.82384692144,1757.0,12101.0,-2204579.2,-13264.543,1199143.0,-345187.56,895240.06,-299498.34,-251431.22,-660601.0,528979.7
2022,8663930252257,Jessica Miller,Segment 4,"Gilbert, Brown and May",1961020.4830294887,31.747865446641946,946.3312096070352,869.0,6.19253280387415,62.0,1062.0,160282.6,4614.0,9853.0,-734076.5,120789.06,-195202.31,274735.3,-382961.34,-131768.92,-698029.25,-370222.1,-76168.84
2023,5233110523137,Susan Thornton,Segment 4,Ward-Harris,908007.3255977476,51.76036926277528,155.95294169686036,6.0,7.45217194416734,43.0,54.0,963927.54438686,1757.0,10069.0,869329.9,-302956.2,-355753.34,368148.72,-145099.9,117617.664,-70724.21,-744364.3,-156844.11
2023,3169174391745,Tyler Sullivan,Segment 4,Alexander-Phillips,646463.27849532,145.50216231984243,53.3,1934.0,6.267961552299394,96.0,54.0,160282.6,1757.0,2388.0,1202658.4,-119521.266,309551.78,-295349.97,-133058.9,-196094.16,-895470.75,-807819.75,-865305.8
2023,4201325594472,Luke Rubio,Segment 3,Smith-Hanson,646463.27849532,23.176898739950715,53.3,6.0,7.116931591777577,343.0,1118.0,247379.90447831663,1757.0,2809.0,-1268976.1,52766.453,-513159.94,549111.0,1117268.9,-220784.84,-284095.47,-660022.4,-741355.3
2023,1385184411378,Amanda Hart,Segment 4,Johnson-Hodges,646463.27849532,0.6,92.66726380790487,1131.0,7.697388284277241,127.0,17706.0,419902.8258102844,1757.0,15954.0,-1853511.4,-140358.03,80477.32,27396.299,4147.7344,-646185.4,-207203.62,-872071.6,1490220.8
2022,9623936638034,Vanessa Davis,Segment 5,Carroll-Cook,646463.27849532,135.14657866002864,2836.300369657545,3155.0,6.176791412458321,187.0,54.0,2343859.162885013,1757.0,509.0,2302562.0,-118528.09,-445909.34,-94456.266,522074.84,-157279.97,324381.47,-1021718.0,-1068663.5
2022,8512491297552,Rhonda Paul,Segment 5,"Yu, Crane and Wood",4282623.061336461,149.24387645545664,258.1993555192022,359.0,7.187528753308048,96.0,4364.0,2477751.4185173893,38168.0,15951.0,1580181.2,-530993.4,-338591.28,979436.6,-202239.02,-866442.3,62592.15,1256282.2,1661948.5
2023,8032745849080,Patricia Rhodes,Segment 4,"Smith, Roberts and Alexander",678999.0386978681,0.6,190.0663081515046,6.0,8.962240402769035,5.0,776.0,160282.6,1757.0,11154.0,-943944.0,-201201.8,-201244.03,-60774.562,-1056777.5,-201672.05,-735225.3,-561674.06,13259.691
2023,5664802261752,Kayla Thomas,Segment 6,"Hull, Mcintyre and White",7809821.69576065,43.887558926898535,58.42867636983004,6.0,8.335071471428442,5.0,54.0,2967860.992889209,8986.0,8121.0,1609574.5,118019.586,-209806.3,-149737.12,-2065653.1,246555.69,629860.56,-122659.78,282931.75
2023,1649250831041,Austin Williams,Segment 2,Bishop Ltd,1429960.3785553374,23.56365440438649,53.3,6.0,7.966152885988734,181.0,54.0,160282.6,1757.0,1017.0,-1057824.0,22696.828,-314307.75,-326480.7,-67399.34,109152.484,-819111.3,-660690.9,139586.7
2023,5792073419548,Kimberly Williams,Segment 2,"Romero, Lee and Maldonado",994673.2972574146,173.83828578828448,1243.2386568944291,890.0,8.673513405566862,5.0,54.0,218809.5386370127,27835.0,509.0,860894.8,221426.1,-622174.44,-677396.8,-2104467.0,-42836.418,-264124.3,1276424.1,-928405.25
2023,6898247300861,Leonard Gray,Segment 3,Johnston-Elliott,3245945.167869064,0.6,1101.493694093288,1720.0,6.601301175089932,602.0,8843.0,2251548.517942894,85100.0,15813.0,-2460229.0,-377847.25,937339.5,-37227.426,1992131.5,927021.44,595941.75,3456546.8,2054448.2
2022,8900067430968,Melissa Turner,Segment 2,Wilson Group,10987998.987445332,211.8785601880519,1411.681392934304,851.0,3.9470875157889047,362.0,3455.0,1592980.54859032,237979.0,2118.0,4868933.0,-682580.5,-824618.56,940831.56,1898743.4,-1022948.75,-462045.62,1182055.8,-1669997.6
2023,9978161463952,Sheryl Ward,Segment 2,Vega-Rodgers,5417483.95395376,18.55712461590302,2116.482190536304,831.0,3.7245638187583214,905.0,4547.0,4180129.4894716446,1757.0,7341.0,-1203371.0,-847439.6,-599599.9,920610.6,2215604.0,-754412.0,1290523.8,-558609.3,-831625.9
2022,2856745183076,Bruce Johnson,Segment 2,Williams PLC,2942931.538328979,112.71103766308,869.6972712308582,590.0,8.962240402769035,5.0,378.0,160282.6,1757.0,509.0,1068955.1,125834.695,-411205.84,-158715.23,-1639583.6,-62087.668,-642224.9,-833934.5,-882687.7
2023,9509599701639,Emily Watson,Segment 4,Fisher-Rios,646463.27849532,0.6,353.2944959877042,1988.0,6.4111765011430695,2642.0,54.0,268049.29155340407,16537.0,8496.0,-1667898.2,-312143.0,501472.66,-392784.56,-232954.75,21853.229,-374710.88,90844.29,-210175.2
2023,1391838591518,Danielle Daniels,Segment 3,"Ibarra, Patton and Bean",646463.27849532,0.6,53.3,6.0,8.962240402769035,5.0,54.0,160282.6,1757.0,509.0,-960570.4,-994.1736,-148948.55,12314.385,-1200700.8,-22869.158,-758481.6,-593680.5,-863541.25
2023,8543727598105,Kimberly Cooper,Segment 5,Barker and Sons,646463.27849532,88.16172254181035,395.1233234424767,1298.0,6.24305899845506,108.0,54.0,1919225.38586461,1757.0,8275.0,1278141.1,-198004.58,502824.28,-186096.14,98294.8,-138739.31,168936.45,-791448.4,-342222.16
2022,2281844798225,Jamie Kelley,Segment 5,"Norris, Smith and Lynch",646463.27849532,343.583354521298,53.3,6.0,6.387765905738126,5.0,54.0,160282.6,36583.0,14837.0,1671002.5,-459530.25,-703244.3,-550482.7,-1724904.5,-16935.53,-1629494.6,1602212.6,1783832.4
2022,5855605086691,Paula Ortiz,Segment 5,Holloway PLC,646463.27849532,3.438485548561289,4508.390687890216,799.0,6.354023642460703,5.0,54.0,160282.6,1757.0,3155.0,-1218378.2,758885.94,-370604.2,-229512.92,-1369699.2,117758.66,-715421.0,-728707.94,-354656.9
2022,3407890624465,Megan Mcdowell,Segment 5,"Butler, Ramirez and Leon",3561420.6269687824,167.9039621400512,2125.4121608821965,6.0,6.980399940822263,891.0,54.0,160282.6,79569.0,4644.0,2490469.2,-324392.03,-1040032.06,884389.06,2393807.2,-220338.69,-808878.44,3298285.2,-566102.56
2023,8202088104386,Diane Lee,Segment 6,"Clark, Price and Williams",646463.27849532,77.69388891754633,92.75645673527372,6.0,8.962240402769035,5.0,240.0,160282.6,4293.0,11468.0,361183.44,-214368.62,-191828.84,-61962.36,-1526694.0,48802.836,-707054.8,-584825.4,62646.074
2023,922344122289,Shannon Graham,Segment 5,Livingston-Perez,3365178.013286289,0.6,1293.6900504926855,997.0,8.962240402769035,39.0,7037.0,3653680.4801799487,30127.0,16696.0,-1800658.8,-280900.53,-27096.963,-47310.3,-420236.25,1075736.5,1095061.2,1255176.2,1034082.56
2022,6109039418108,Robert Villa,Segment 5,"Donovan, Nelson and Pierce",4889452.9133512415,185.33010793144345,81.13944502671075,686.0,8.278746482379393,5.0,1246.0,160282.6,1757.0,11020.0,1764364.8,-252704.14,-535070.75,-938180.0,-1709530.4,-76715.21,-712545.75,-840179.5,-97105.0
2023,54832285876,Kathleen Price,Segment 3,"Pittman, Sullivan and Wright",1279137.8193260743,108.20719804202731,53.3,6.0,8.675505249514883,236.0,1896.0,160282.6,17933.0,32144.0,960173.8,110297.03,-547731.56,-310421.62,489576.25,-308036.62,-1259151.8,-136095.67,1004060.94
2022,4684848188197,Dale Green,Segment 5,Baldwin Ltd,2588939.10935804,12.31916135695993,2720.0288613997163,311.0,5.160324772683986,194.0,54.0,160282.6,111815.0,10005.0,-2024437.9,-112170.58,-324015.75,-182378.3,-12654.775,201974.45,-828461.94,2366243.8,-206732.17
2023,3772616253886,Michael James,Segment 6,Perry Inc,646463.27849532,50.12929385775254,53.3,6.0,7.055007639454042,5.0,1613.0,160282.6,1757.0,5281.0,946109.5,56772.777,-371407.1,572820.5,-1674327.1,18168.441,-618502.44,-693532.56,-453627.1
2022,4326279481507,Melissa Powell,Segment 4,Gonzales and Sons,646463.27849532,17.292372986986067,53.3,2176.0,6.291516851608263,559.0,54.0,160282.6,1757.0,5625.0,-1345867.0,60261.242,587323.0,-226742.31,989349.75,-10891.631,-779543.94,-689579.6,-576066.56
2022,2640924599310,Carla Henderson,Segment 6,Webb-Brown,15337299.512535077,218.68710601794004,2414.681016487089,1470.0,6.101542926399879,2164.0,20416.0,160282.6,28436.0,13778.0,4623932.0,1694771.5,140862.05,78079.23,277829.28,-759563.4,-1353156.8,1876744.6,-65118.184
2022,1456645295322,Joshua Sawyer,Segment 4,Obrien-Peterson,7309965.61025062,191.8177050444208,746.9220664128209,3024.0,7.783726086044634,9.0,895.0,160282.6,1757.0,5834.0,3131100.8,192728.03,1322046.8,193803.64,-1339457.0,109294.14,-677999.0,-809032.94,21763.365
2022,6773471884649,Diana Ortega,Segment 6,"Alvarez, Bryant and Miller",6039465.945032713,8.792141405340503,53.3,309.0,6.950066832299815,363.0,1513.0,160282.6,1757.0,6758.0,-1496506.9,97907.97,-465901.12,703172.0,1974031.0,41667.418,-663973.75,-655933.1,-490628.75
2022,5864127472967,Scott Smith,Segment 4,Wright Ltd,646463.27849532,0.6,53.3,3098.0,6.253115068358188,182.0,20416.0,160282.6,1757.0,3863.0,-1531897.8,214506.55,268597.34,-458250.97,-216604.3,-408475.53,-806154.7,-589834.5,-433836.72
2022,1947278659242,Heather Hall,Segment 4,Moon Inc,1739950.2186174928,0.6,1064.8772325838472,6.0,8.832782809881213,5.0,54.0,202281.14488375257,17714.0,509.0,-1324579.4,39004.06,-165737.8,-115995.99,-1187036.8,30982.924,-365616.56,48104.97,-706728.5
2022,5315377458831,Diane Mueller,Segment 3,Stuart-Torres,4952894.676420516,0.6,53.3,6.0,6.422637397977046,289.0,54.0,1458560.4676675682,1757.0,509.0,-1560086.1,1931.5958,-331022.66,-204998.95,1682689.2,354869.44,729908.06,-642443.8,-1015620.44
2023,3966966387333,Mark Mcdonald,Segment 3,Burton-Barnes,646463.27849532,0.6,550.1633980556427,599.0,6.346372437388591,93.0,2107.0,2895466.8422247497,1757.0,2978.0,-1426016.8,148047.11,-232840.1,-256161.98,-193110.34,-202338.2,305844.9,-530705.0,-570769.6
2022,9698159318995,Leslie Edwards,Segment 5,Dickerson Ltd,16284046.62827248,66.91352203672321,53.3,6.0,5.208805383540384,216.0,3700.0,403917.6627050909,23754.0,6714.0,319102.53,106761.16,-496097.6,-31155.893,465708.06,-649959.4,198868.44,831804.75,-404880.72
2022,8349124981904,Hector Williams,Segment 4,Coffey LLC,2933574.7128174203,196.7523648316795,53.3,2848.0,4.181090569473979,252.0,54.0,1283947.466417164,1757.0,509.0,3603213.5,-70121.58,484152.56,1300477.5,1274491.5,-185002.56,35587.156,-962659.3,-1216813.9
2023,8807113107655,Derek Medina,Segment 5,Hunter PLC,8087217.676351694,41.81014167456209,1867.524299351333,6.0,5.6140469597703,567.0,997.0,1158854.3550788013,48980.0,41927.0,103635.37,-1051381.4,-808827.56,-110401.414,1638891.8,-354088.3,209443.9,3247415.2,-326835.16
2022,8925179140086,Katie Allen,Segment 5,King Group,5332543.352488243,38.44688112989808,993.1670641907696,2109.0,6.268265740596495,146.0,6580.0,3009222.657368982,175154.0,8862.0,-823911.06,-233071.98,142136.33,-749214.1,226209.8,878450.1,640141.25,526079.1,-300963.7
2022,6416711537683,Michael Dorsey,Segment 5,Wright PLC,3781908.1938132793,61.03289592293044,1099.341692128709,6.0,6.194505510299017,5.0,18681.0,2445257.3516134843,48506.0,71982.0,855239.4,-264763.22,-476326.7,-173377.42,-2072855.0,440761.53,172036.94,3621964.8,-122435.72
2023,9749243403391,Todd Schwartz,Segment 2,Johnson LLC,7974113.359060036,60.69382489539214,167.77080150701846,2992.0,4.725259610889713,585.0,5185.0,545539.8831195139,1757.0,16367.0,-563291.44,32287.707,911402.56,430493.75,1158441.0,-894983.9,49825.598,-969514.25,1747147.2
2023,987953140505,Kenneth Rosales,Segment 5,"Hansen, Campbell and Mueller",4873796.976787241,223.1770019694605,53.3,3643.0,6.247062186205008,785.0,284.0,160282.6,1757.0,23575.0,2024544.6,-291511.53,902438.9,-497293.72,2268662.5,74803.48,-1637412.9,-1154918.0,409727.44
2022,3573319916586,Pamela Carter,Segment 6,Ingram Group,1158713.4457889197,34.078425733044355,1061.7596976549037,927.0,4.921444131807832,213.0,5072.0,3129619.985535684,21176.0,10515.0,-1394322.1,-269944.0,-99758.555,1241111.4,-31772.55,-1024760.9,-38235.562,144466.42,23144.404
2023,7006851421851,Audrey Kim,Segment 6,"Sanchez, Ramirez and Rodriguez",33902413.31515291,71.38666214980601,53.3,180.0,6.6455790541056805,272.0,2090.0,160282.6,1757.0,35161.0,1248761.4,150657.42,-435256.9,327349.1,1840028.9,-2187.2605,-1004684.75,-656906.94,1800570.0
2023,4365149921002,Natalie Romero,Segment 6,Harding-Palmer,13231096.078863716,96.21814086351344,1098.0130035531693,3077.0,6.001436920375686,5.0,508.0,160282.6,24664.0,10517.0,1806437.2,12862.334,194071.88,44876.418,-1325770.4,-133391.27,-538887.25,1256506.4,-91048.86
2023,6529886852120,Miranda Todd,Segment 2,Dawson Ltd,872660.131587368,77.51401951818168,503.0040708882078,674.0,5.4820439257605145,551.0,1508.0,160282.6,1757.0,4761.0,464995.47,957142.6,-479677.06,-383635.56,729539.25,-133976.2,-463736.34,-842357.44,-476733.53
2022,6644221918740,Dr. Rachel Bush,Segment 5,York-Hansen,646463.27849532,0.6,2071.120076873235,242.0,5.659850531638804,356.0,20416.0,2916811.079343092,12527.0,9727.0,-1831680.1,-947437.3,-552736.6,-191780.92,1192582.4,-169634.28,359477.97,-105748.73,-123852.67
2023,3827866127644,Katherine Browning,Segment 2,Smith and Sons,646463.27849532,0.6,936.8761969687458,6.0,8.962240402769035,154.0,163.0,2510297.23747082,13185.0,16546.0,-1590319.6,7224.5073,-396010.0,-65249.312,101512.01,31032.152,360305.22,28944.434,1187308.9
2022,7693058216498,Anthony Crosby,Segment 1,Mathews-Sullivan,7591446.175879035,584.7910057271107,6223.358394400171,3735.0,6.156057741912398,5.0,54.0,2552376.132277993,98777.0,6150.0,2875788.0,701547.94,276909.78,-394695.53,-2320262.0,255545.83,168378.06,2639894.5,-668511.06
2023,2837023766167,Sharon Combs,Segment 4,Zamora-Russell,646463.27849532,81.77070555485655,463.5005663738922,286.0,6.34135137537568,5.0,54.0,160282.6,24471.0,13035.0,395172.7,-64178.01,-273654.06,-580160.3,-1793443.5,-121798.6,-717895.56,941847.44,216920.89
2022,639981050157,Samuel Sparks,Segment 4,Matthews LLC,6511620.435731508,0.6,929.140155413684,1467.0,6.166414533972126,128.0,6620.0,2746828.32110868,14763.0,15253.0,-1924415.8,50351.03,211301.31,418311.7,205975.38,906727.6,219679.22,70465.03,1408582.1
2023,4013420485384,Kimberly Wang,Segment 3,"Stevenson, Duncan and Cruz",6124090.941610251,164.7867898962075,644.8411984125903,6.0,8.00531923915366,47.0,1482.0,724994.7592647194,24933.0,14203.0,1485703.5,-59289.17,-692826.44,-649391.0,-457086.16,1558.3551,144660.95,842110.2,343295.28
2022,7677334721388,Joshua Smith PhD,Segment 4,Yates-Hubbard,7737688.949413601,58.44842963788257,390.95621737942366,2681.0,6.26709432999558,5.0,54.0,3096708.833604432,1757.0,10435.0,295706.1,-132576.72,769000.1,-373190.7,-1643996.5,23041.178,759952.5,-770549.06,-54280.027
2023,9192500059952,Sean Pollard,Segment 6,"Fox, Burns and Richards",7872681.121646997,200.04431431249068,53.3,855.0,7.076679220221326,5.0,20416.0,386138.345613695,8464.0,15645.0,2427575.8,61329.06,-443281.6,821846.1,-2068726.8,-378975.47,-101654.62,-771117.44,1220333.6
2023,5960694961610,Richard Adams,Segment 4,Garrison-Sharp,4198497.01274788,86.14105920700065,1233.2505485949764,453.0,6.159642646109597,5.0,3625.0,1549054.2134318466,10331.0,8961.0,1002211.6,280212.34,-570521.56,424826.22,-1544037.5,-549726.44,-105718.29,402285.62,-131464.78
2022,418665876968,William Arroyo,Segment 5,"Anderson, Tapia and Brewer",2428199.66328667,23.44222350492684,53.3,129.0,6.267128676822898,632.0,829.0,2845728.4782158127,7687.0,7525.0,-818671.2,145633.0,-510028.72,-262956.34,967838.0,-342622.12,419530.44,-377752.4,-507094.5
2023,6026339753756,Robert Green,Segment 2,Bennett and Sons,991011.1577829948,0.6,409.8598734062415,6286.0,8.662186206314464,183.0,493.0,160282.6,12328.0,14822.0,-1251150.8,-48975.08,413676.12,-76165.96,-269561.03,-17428.22,-928740.6,-203973.6,1217178.6
2023,9725602099078,Cory Thompson,Segment 6,"Ford, Mckinney and Todd",646463.27849532,38.21668714115842,53.3,6.0,6.42233421442287,55.0,54.0,160282.6,1757.0,15689.0,300581.7,58852.215,-382328.38,-308060.78,-406826.16,118846.375,-973014.8,-542704.06,983915.44
2022,1557018401361,Benjamin Cooper,Segment 5,Holt-Lane,6311282.721018436,0.6,53.3,6.0,6.126694377789031,290.0,8405.0,997696.3579882374,6631.0,48721.0,-1652844.5,273093.88,-738427.4,120246.484,1712569.2,-387743.4,20029.766,-380354.5,801319.94
2023,759713712204,Heather Savage,Segment 5,"Neal, Jackson and Zamora",646463.27849532,54.72402947312922,53.3,362.0,6.321295784799693,291.0,54.0,160282.6,1757.0,509.0,1197723.9,-45494.523,-143458.55,-512619.1,2338456.8,403448.06,-682526.44,-931985.06,-1077134.8
2023,9594093907762,William Edwards,Segment 5,"Houston, Bishop and Johnson",5733261.536785737,127.0119091065754,66.53948442461751,776.0,6.312803819450216,345.0,5726.0,160282.6,1757.0,16622.0,1848619.2,-93776.25,-510095.78,-479616.75,1641836.8,803885.0,-1182383.5,-1092463.1,1138590.5
2023,6804209920015,Ryan Martinez,Segment 3,"Rice, Mathis and Myers",18170811.25449356,80.91259133635535,1302.724091997815,8366.0,7.889165034047936,5.0,2035.0,5958470.816297856,1757.0,15293.0,1087911.0,-43912.125,1077399.2,812483.0,-1684765.0,-344679.8,4548397.5,-529350.94,3242568.8
2023,4720490468895,Mrs. Kelly Murray,Segment 3,Barron-Ryan,646463.27849532,0.6,53.3,6.0,8.741495923406436,187.0,4094.0,160282.6,1757.0,6478.0,-1346937.8,87820.32,-216050.4,-58453.08,-27472.66,-412406.56,-773307.5,-678758.2,-488167.5
2023,4464486260147,Megan Graves,Segment 6,Carter Group,3944450.634984867,0.6,538.7455083858948,3369.0,8.962240402769035,123.0,2891.0,160282.6,1757.0,9818.0,-1414707.5,278811.1,1148459.2,-181512.45,-72638.79,-426369.25,-833636.6,-711983.44,-334610.38
2022,547041232446,Sandra Gray,Segment 3,"Hernandez, Smith and Parker",4039271.059431426,0.6,941.8716072623004,859.0,6.286714798383809,118.0,2898.0,160282.6,55695.0,5765.0,-2211133.5,62590.035,-148812.58,-420062.34,226064.86,-413483.78,-915651.06,2666322.8,-430608.44
2022,2897768236523,Michael Robles,Segment 5,Hardy-Campbell,6987468.166154951,55.716904533404566,53.3,6.0,5.9555202811402745,199.0,732.0,1299358.095726546,7020.0,5931.0,710221.0,111602.734,-354470.1,7122.195,252000.06,-260085.02,250117.55,-715353.7,-520853.6
2022,1049793510760,Gary Andrews,Segment 5,Khan Group,16833138.80834204,77.63623325369998,53.3,1872.0,8.33630152242792,247.0,457.0,195761.2160032773,28784.0,10759.0,808711.5,190526.88,625194.6,-237000.67,1227767.2,172962.92,-418020.9,2187647.5,-85113.09
2023,3420310151402,Nicholas Lewis,Segment 5,"Thomas, Salinas and Young",758737.6655229586,65.23488969706769,1019.2870565934004,6.0,6.765321356108619,5.0,54.0,160282.6,38429.0,14215.0,378415.8,-125924.125,-448019.8,936024.06,-1868894.9,-68939.87,-690066.0,1269196.8,518247.25
2023,1498155377815,Christopher Murphy,Segment 5,"Johnson, Salas and Allen",9053831.948110228,0.6,2314.865295426295,6.0,6.759264542822029,75.0,54.0,1826191.00012091,1757.0,509.0,-1922831.2,1376578.9,-93720.12,928929.25,148619.11,127803.19,103054.82,-531614.9,-701446.75
2023,3304526453690,Jerome Pierce,Segment 5,"Owens, Kelly and Lewis",1606607.671837028,0.6,888.192635307799,112.0,8.385461012180366,5.0,1301.0,1008157.176412506,3732.0,14139.0,-1190923.5,-51222.51,-330594.7,-197284.58,-1294709.9,-79905.64,69842.95,-495642.06,442052.6
