distributor_id,distributor,segment,company,new_customers_impact,repeat_customers_impact,requests_for_quotes_impact,months_purchased_impact,contract_renewals_impact,customer_retention_impact,order_value_impact,number_orders_impact,employees_impact,revenue_2022,revenue_2023,new_customers_impact_scaled,repeat_customers_impact_scaled,requests_for_quotes_impact_scaled,months_purchased_impact_scaled,contract_renewals_impact_scaled,customer_retention_impact_scaled,order_value_impact_scaled,number_orders_impact_scaled,employees_impact_scaled
4109121179353,William Weeks,Segment 4,Harrison-Turner,-366182.75,25303.578,1096002.8,728585.6,3537786.8,-461992.84,167226.75,2527170.5,-1089491.4,13538582.33730115,6374247.978407323,425581.0751929266,-29408.059997767716,-1273784.8050239321,-846769.1572828661,-4111649.3819739255,536932.4997645172,-194352.52651333512,-2937101.628719901,1266217.2353305374
2940558554199,Michael Ruiz,Segment 4,"Williams, Riley and Lawrence",-442723.25,29437.0,759379.4,-385070.2,1188807.6,74900.64,-702553.56,18111.062,-637494.94,4087507.840962875,8128783.592791863,18405880.987208333,-1223820.7833702606,-31570618.788967196,16008999.08854121,-49423771.56066165,-3113937.153622243,29208129.566167515,-752953.6040168388,26503366.976815194
138589287335,Christopher Bass,Segment 5,Park Ltd,-1378550.2,142495.81,-1260745.0,221455.5,86796.55,36001.83,-1061334.1,-5895.5,-2133385.5,26026534.43094198,646463.27849532,-6535896.096996371,675592.2177013187,-5977365.104414037,1049950.964090848,411514.36618052906,170689.61153893627,-5031930.671903099,-27951.373832319216,-10114673.779548787
5317635698423,Patricia Thomas,Segment 5,Lam-Guerra,598892.9,-315964.75,-1241020.8,-369013.22,2503620.2,928346.6,1019043.06,-13331.875,-205529.75,9630272.125819324,9123777.8619634,-104417.00529928591,55088.470539054084,216372.0347401487,64337.47575712487,-436506.3040283886,-161857.27998794118,-177670.2065016265,2324.4131557802452,35834.12102352261
8785555968662,Juan Marquez,Segment 6,Villegas Inc,-7214829.0,-343108.3,-1705846.2,-4099687.8,-2456575.5,-60566.016,-6161205.5,-914233.3,-3279922.5,34041415.48789469,2421063.2946366034,-8695519.768103695,-413524.0286161015,-2055935.1155375482,-4941061.685968257,-2960735.6414704397,-72995.90695363034,-7425662.433888384,-1101860.3557858542,-3953057.1391391875
9812861240454,Barbara Jones,Segment 4,Peterson-Santiago,2049928.0,-60261.0,-147988.03,774532.9,-330131.12,-192461.4,-1163204.5,1540425.8,2900956.2,880429.9057389195,16949164.784839056,6131979.479652355,-180259.60988798016,-442678.7518102959,2316871.6026652055,-987526.0739568126,-575712.637530289,-3479510.58306023,4607898.22745416,8677672.686827704
6238106044008,John Holloway,Segment 5,Young-Smith,3443661.5,977308.8,825698.1,-137908.39,-2047701.2,-208491.11,9165.34,-208958.75,712574.25,3191908.354841268,6208537.7507035695,3086827.4737613634,876039.6005087235,740138.8874585497,-123618.25877329368,-1835517.4089949273,-186887.15291228765,8215.622694578,-187306.33484440565,638736.933952904
853546675122,Arthur Patterson,Segment 6,"Nguyen, Potter and Riley",-172356.38,212351.88,-123602.234,284027.28,2574852.8,1513803.9,-104260.44,-281968.12,495974.75,646463.27849532,646463.27849532,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
8314550982191,Steven Thompson,Segment 5,"Robles, Nash and Eaton",11092238.0,-350261.7,810816.25,-512594.94,1770835.9,202386.06,3120202.2,1386931.4,6339732.0,1370875.7855388834,73261361.51624154,33420658.225891426,-1055330.3714519858,2442970.791837083,-1544436.7220461997,5335487.545735207,609784.5302523825,9401097.238338213,4178792.25704985,19101465.78361799
1960634540503,Michael Edwards,Segment 5,White Ltd,-1983378.5,-407274.9,638012.3,-1190150.9,-1452754.8,-29711.3,941244.06,472665.7,77757.38,646463.27849532,9663753.417487178,6096521.745013449,1251884.2851190732,-1961126.382254378,3658293.362461024,4465486.843946122,91326.7853807017,-2893201.9733077358,-1452882.8294114508,-239011.14368655978
200961797302,Carlos Taylor,Segment 5,Mccarthy and Sons,-1213779.9,41569.54,1076133.4,-519464.56,203230.72,-201732.94,-201190.5,-1765172.5,920609.9,1033239.2468911743,6169732.426574039,3756225.9021910625,-128643.2421517433,-3330257.907519708,1607561.9049374647,-628928.2746735888,624293.18274333,622614.5137612891,5462593.993991668,-2848967.008406479
7953182785797,Joshua Howard,Segment 4,"Powell, Newman and Graham",3859523.8,-727725.0,-125942.94,1379129.8,1677899.8,-43134.83,-1987258.2,-953363.9,-2724115.2,2429144.493159719,4738691.307393924,25108220.60574422,-4734231.665508539,-819324.6894328301,8971959.971046131,10915614.96523028,-280614.60197834304,-12928153.780750955,-6202130.271058754,-17721794.424563058
6148657138111,Tanya Shaw,Segment 6,Wade-Baird,5622337.0,-41337.36,-1128391.9,695059.25,1748222.8,474.37646,-782698.94,4638214.5,-492375.16,646463.27849532,2889311.1745706024,1229108.6715254341,-9036.83040288739,-246679.67908821665,151948.08099490925,382181.969109033,103.70424894106752,-171107.14223116788,1013967.9581341438,-107638.97008672627
2612532144800,Rebecca Lee,Segment 6,Nunez PLC,5234313.5,129584.35,797525.0,499873.94,3062815.8,1302653.0,1744298.5,-1983600.5,-364131.3,981079.359519707,4961807.48358329,1999013.023908325,49488.97423464209,304579.17049689504,190904.60666731742,1169706.1327728913,497490.32410016906,666157.151798009,-757547.935959003,-139063.7465926466
8160180831817,Cheryl Hughes,Segment 5,"Jenkins, Perry and Allen",-4874387.0,157697.53,499832.25,595606.94,-2487734.0,1430828.4,-213006.58,-3579181.0,1435762.1,8036515.677309478,646463.27849532,-5120699.466372937,165666.29772050612,525089.7853766071,625704.1172708101,-2613444.2657371648,1503130.938531485,-223770.21930479715,-3760044.3445171947,1508314.0837313111
2280809326596,Matthew Perry,Segment 2,Sanchez-Price,3258539.0,-1506581.9,602433.3,-168478.25,1703363.1,-18722.773,642920.4,-433670.8,91060.69,646463.27849532,2354010.3284519864,1334042.506103069,-616793.075545592,246635.5942967126,-68974.82213551746,697355.1401840963,-7665.084009535618,263210.9381647659,-177544.3893208225,37280.15395911015
5309289263140,Taylor Lee,Segment 5,"Phelps, Blake and Hall",-621582.75,76892.86,110167.97,-864175.4,-2174524.5,93137.83,-982986.6,-203011.22,-1141925.4,23221865.47404093,2363708.95431504,-2271382.911757289,280981.2927309193,402574.94644187356,-3157863.0427629673,-7946130.509413964,340343.5239940206,-3592022.1505098115,-741842.0162459303,-4172814.933452875
8454836209762,Tina Lee,Segment 5,"Myers, Williams and Leonard",-5792626.0,-1182986.5,-918468.4,-401071.9,3362978.5,57529.27,-758421.0,-2748496.5,89155.31,16906771.153803706,4563165.945614312,-8622573.006687908,-1760926.2964182238,-1367179.6852501016,-597012.774609487,5005938.093807847,85634.79111651557,-1128942.2326742574,-4091255.394930368,132711.52162621226
7271124516637,Linda George,Segment 5,"Coleman, Jimenez and Harmon",3695718.5,-549983.9,-582706.25,115175.09,-1909097.5,-1697.9375,-1393759.8,-297654.12,379367.0,646463.27849532,1758000.5599365872,-7542476.734245842,1122445.0074276242,1189227.019487636,-235057.2614530474,3896217.6203977675,3465.2677997631517,2844480.897563856,607473.0427708224,-774238.3249451416
2204903219271,Andrew Harris,Segment 4,Ball-James,3612511.0,329576.44,-583038.1,-249559.81,-655615.5,-374447.75,844839.7,-80234.25,-3121047.0,2793000.8525414057,646463.27849532,27992649.282602433,2553824.048900613,-4517849.552080648,-1933790.764965092,-5080237.458880941,-2901523.0905698235,6546499.372468656,-621719.7086536329,-24184390.342585698
6934118351829,Kenneth Porter,Segment 5,Boyer Group,1975631.5,-441934.3,1459213.0,1043511.06,-1519788.6,-338674.3,2004436.8,-54139.688,502870.28,646463.27849532,2904733.8469223483,963375.0147917765,-215499.93287212274,711554.4367246332,508846.1355903839,-741092.8196461436,-165147.36959678968,977421.2849612174,-26400.074855406718,245214.0742028187
2544689460598,Michael Scott,Segment 1,"Dean, Williams and Diaz",971024.8,-173569.2,1096437.2,295377.38,-676643.4,-113957.47,629873.8,80341.31,-829356.1,838548.8700617612,5265437.734471315,3359533.9730775226,-600511.5378439393,3793433.420066378,1021941.2087150705,-2341038.3551871562,-394267.96223424363,2179225.868850569,277963.390637854,-2869391.0427238257
8398694173899,Sharon Rodriguez,Segment 5,"Smith, Travis and Gilbert",-447764.0,147613.69,-166399.34,2103119.8,1132071.9,449588.94,-406601.25,20095.969,-2444180.0,646463.27849532,646463.27849532,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
6600028725844,Steven Chandler,Segment 1,Thornton-Bishop,-2946414.5,898388.4,-478181.9,-192903.12,737023.0,346436.88,1213852.0,255978.69,-2244786.0,1640407.5089910715,9412419.370045276,9499505.368376195,-2896484.7953273905,1541701.4089761246,621937.0271352408,-2376228.331400051,-1116943.6373323728,-3913567.797150095,-825298.2693630446,7237391.697823608
7622824572803,Matthew Davis,Segment 2,"Grant, Williams and Johnston",1605157.4,-336064.34,-77317.81,-726216.06,-220108.88,203555.88,-2128509.0,-322047.28,2550414.5,8109757.459186738,4202801.59694813,-11425917.524658611,2392191.2659796705,550367.8264461653,5169390.06236341,1566790.806248763,-1448962.33498966,15151267.133328183,2292414.156198973,-18154498.009991832
2187828089009,Isaac Wright,Segment 6,"Booth, Cruz and Salinas",1588433.9,34914.793,-123411.91,954679.1,-577058.25,-480930.66,206410.62,-762.1875,877992.75,646463.27849532,12933517.015455326,7868976.26181255,172965.13402357636,-611372.8839829669,4729405.3054935625,-2858701.107460369,-2382492.5424593827,1022541.9479842511,-3775.8167626386075,4349506.828245264
2274099537985,Larry Walsh,Segment 5,"Campbell, Braun and Ward",98379.75,-115314.96,-1453953.9,-820566.25,272904.53,711329.3,1823175.4,-15191.0625,-2175689.5,1694599.8362654294,7054844.758160712,-314843.36052049283,369040.85891556984,4653068.482488305,2626046.8900206448,-873372.5642113698,-2276457.3161783037,-5834682.951376313,48615.7473666705,6962829.210272328
6027040372885,Brandon West,Segment 5,Cooper-Andrews,-2326729.0,-1125969.0,397961.97,565675.25,2649866.0,-215644.23,3800853.0,-1894180.4,-792121.0,8181999.683837057,8695622.777150031,-1127722.3915131702,-545736.2925446928,192884.770562712,274172.28577630455,1284340.8545325256,-104518.75722844596,1842202.8677450218,-918074.0447960674,-383926.34463924327
9639573189198,Alex Briggs MD,Segment 3,Ward Group,-969300.4,88186.734,-261127.05,378590.16,1556766.8,91608.8,475377.53,2426911.2,778580.6,13405080.327505032,3968601.234430652,2003415.7194344446,-182270.32772847245,539715.0659862639,-782495.766155617,-3217630.892311745,-189343.27203433067,-982542.5257466047,-5016104.920932569,-1609223.2281944703
5101347390375,Valerie Walter,Segment 5,"Shah, Richardson and Turner",2992339.0,-403904.88,-125266.56,207409.0,568440.75,82766.39,857802.5,-263979.25,4193065.2,646463.27849532,9043510.07762561,3098757.9157573213,-418269.25525029365,-129721.51496204469,214785.24383771338,588656.6461021876,85709.87041749668,888309.1635709978,-273367.351606171,4342186.276772065
6647885406967,Antonio Frazier,Segment 5,"Page, King and Richardson",-691266.3,-101761.234,-1265274.0,305266.44,-1700392.8,62677.594,-1339104.2,-521.625,333584.53,2417069.1451118216,5980753.25601635,560284.6675868983,82479.43584176915,1025528.9282029109,-247424.30823865978,1378201.0284498772,-50801.3966482336,1085369.778411079,422.7870963746862,-270376.6863225675
9793584379235,Jason Coleman,Segment 5,Ray PLC,-630646.75,-40020.53,-49191.25,-246889.95,1486663.4,1113328.5,7282529.0,222886.1,-62509.75,5863515.044111146,7974796.645244764,-146700.20248933512,-9309.522060648354,-11442.802795662265,-57431.209732866584,345825.6320618919,258980.97729530136,1694052.0723491462,51847.465926748824,-14540.934280005153
7774529082276,Lisa Chavez,Segment 2,Higgins-Williams,3719241.5,49553.78,-945935.1,-452861.9,-364398.0,45580.086,-1279770.4,980275.6,1665173.8,8087619.888845136,2283560.1965808272,-6317701.810428274,-84174.69568455861,1606815.785073741,769255.3830922197,618985.8550622643,-77424.76205494325,2173886.2538575763,-1665148.480504299,-2828552.8909454746
5750314265156,James Lucas,Segment 5,Anderson Ltd,264860.5,469463.53,-858828.9,-295329.3,-1686292.1,2269.2188,-986465.06,-1694170.0,1415099.0,14885650.722886262,4697315.490591512,800882.3663252145,1419558.962872302,-2596917.7713386635,-893013.6665196476,-5098992.393000732,6861.639835496286,-2982862.5723729804,-5122813.248488436,4278961.598652489
9886863189158,Mark Garrett,Segment 3,Riley LLC,2284173.5,-608713.6,-943843.1,-907164.5,-684691.75,388908.84,-1760872.8,-330717.3,-384760.22,8438155.99444955,8768428.402385617,-255929.8275883221,68203.21384699071,105752.74147563374,101643.09100908715,76716.16740452303,-43575.223574548625,197296.68820247878,37055.16381927226,43110.39334095145
1819371592262,Joshua Ruiz,Segment 5,Davies-Bolton,-2040498.5,-130153.555,-812659.9,-638478.9,-718249.75,-143543.45,1778724.2,1825713.0,-1095692.2,9853634.287325108,646463.27849532,-9513291.646510996,-606806.9494278508,-3788814.3190562925,-2976740.9861113094,-3348651.9598331344,-669233.8877915025,8292837.215541247,8511909.856041124,-5108379.154866311
1907625794736,Melissa Burke,Segment 6,Aguilar-Tucker,-671401.25,-36618.156,578797.75,-1362624.2,-2658887.0,-72023.67,-400280.0,-1734191.0,1448068.6,9714327.726755803,4441700.279824611,-721110.9096748657,-39329.31741754409,621651.2169282954,-1463511.1496054954,-2855747.6774892216,-77356.21350891935,-429916.23203368933,-1862588.313687188,1555281.7191774035
9659823226787,Steve Melendez,Segment 6,"Frazier, Fox and Hughes",2448991.5,-51515.688,-231944.4,-69087.375,2536351.5,36726.242,389990.47,-216916.25,-1380882.1,646463.27849532,646463.27849532,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
2003527710641,Tiffany Jackson,Segment 6,Thomas-Conner,-530651.9,107138.08,191179.84,141525.69,1315479.8,152317.3,318715.34,599865.44,557771.7,646463.27849532,5227740.078212507,-852005.7529489982,172019.1039039755,306955.14464822336,227231.2675258909,2112112.21630457,244558.10191261242,511724.0031228071,963133.8720669796,895548.8261145402
6355308205928,Timothy Black,Segment 4,Williams PLC,2876364.0,135488.81,-84975.67,-1236617.8,2594333.0,82121.99,72644.625,2321380.5,53964.125,646463.27849532,2899659.609058054,951033.6963646542,44797.67813403845,-28096.1420938132,-408872.1757526829,857783.700216449,27152.608552457998,24019.035439346164,767535.3978287725,17842.561251848343
2171452304676,Nicholas Rangel,Segment 5,"Davis, Krueger and Ramos",-1405414.0,609014.06,1886700.6,-694385.25,3329304.2,-61186.297,-390143.56,-79230.625,-2594214.8,3177606.388516432,9415379.80835796,-14600273.836246036,6326798.763422998,19600165.0304742,-7213685.919603267,34586785.449318886,-635639.5459076777,-4053042.693284968,-823094.6884967445,-26950239.929911435
2279136553928,Denise Petersen,Segment 5,Dyer Group,-2378489.8,-740337.1,-981704.5,-783796.56,-264858.38,-59164.85,2511155.2,355979.94,-1179138.9,646463.27849532,6196092.388275221,3749546.7085700594,1167097.1651811835,1547598.3670281002,1235608.4177012318,417533.3848994295,93269.85215111353,-3958686.0081519913,-561181.07340456,1858841.985695642
8129137237898,William Robertson,Segment 3,Riley-Mason,3689420.8,-346202.38,-121472.41,784146.2,-813021.75,-344051.12,812893.1,3428531.5,715011.7,4996469.873874929,10336527.308779782,2524160.6418748563,-236858.43350971854,-83106.77670691647,536482.8607004314,-556238.3838948993,-235386.6303611753,556150.4158808037,2345670.1594201103,489183.6809676816
3363704857439,Michelle Martinez,Segment 5,"Krause, Carter and Ward",-572834.4,37052.4,-23595.844,764077.8,1316395.8,-50857.676,121120.42,-122871.875,223268.89,646463.27849532,2678499.0843620966,-688054.4895437496,44505.1307604871,-28341.919533032775,917764.719675659,1581176.0204347454,-61087.20665996551,145482.63099542668,-147586.3732325804,268177.279722421
1482956855641,Jennifer Morgan,Segment 5,Boyd Group,-1875279.9,-466800.62,-588713.0,-154796.6,-487371.72,-1485820.8,65893.75,1776058.8,-1438672.5,5105142.595540416,2068562.312382792,-1223162.9351910797,-304473.5931073474,-383991.69195760216,-100967.03069975911,-317891.2201176206,-969135.7309800583,42979.60524482767,1158445.2597198952,-938382.9913174522
4940813885059,Christopher Reilly,Segment 3,Gardner LLC,358769.12,-456129.5,1798624.5,94887.01,-1017840.06,-70797.7,1411393.2,46630.562,-737010.56,646463.27849532,7292339.16604875,1669087.0512008897,-2122032.6990807275,8367667.577579792,441438.95728730224,-4735256.129444374,-329369.28219980904,6566167.60066641,216937.47452351483,-3428764.341127947
6473327050982,Alyssa Williams,Segment 5,"Black, Schaefer and Johnson",1046600.1,34280.945,302459.78,-778275.9,-2494558.0,220532.78,-217638.12,-542977.8,1030009.75,1157659.353466865,6859500.503959982,-4263854.442447946,-139660.74719425634,-1232222.7160348485,3170699.7856070697,10162842.105765793,-898451.7102116386,886658.8694327193,2212094.3747436423,-4196265.197566944
4964152996597,Robert Phillips,Segment 4,Santiago-Ramirez,-2326248.2,126895.56,-355786.0,2622770.8,3607397.0,1132044.5,-1546372.1,-1467491.9,173199.19,6221395.882383717,44886587.209173344,-45740662.00475078,2495127.888929981,-6995765.222536545,51571137.38684204,70931688.15141657,22259215.89728683,-30406076.774929337,-28855066.458453823,3405588.717969064
6208065728851,Frank Jackson,Segment 5,Hinton Inc,-2633777.5,-330591.06,969962.1,152741.58,-650941.5,248370.56,-152764.31,93453.19,1373463.8,646463.27849532,8822884.912537886,23153713.835943736,2906247.942534975,-8527001.727961505,-1342761.3668640363,5722470.143616369,-2183442.2278906717,1342961.3033120958,-821553.1810619974,-12074211.077256482
7818511412686,Mary Robinson MD,Segment 6,Palmer-Ortiz,611888.2,623952.9,-640068.7,-393625.75,-2713089.2,258194.53,539815.0,3406672.5,88960.125,646463.27849532,12545651.899112882,4084240.5363052585,4164770.203680136,-4272340.264154521,-2627379.116409776,-18109368.756934565,1723400.6644733555,3603165.449146657,22738908.461292922,593792.3741046654
757769590524,Lori Sanders,Segment 4,"Hodge, Nguyen and Garcia",1648427.5,-140971.47,919810.0,-284443.9,3359953.8,-345734.3,269843.38,-139636.5,-151404.48,2614703.0100904284,6935444.724885263,1386807.9890367212,-118598.0944195746,773828.323876231,-239300.2280144903,2826700.385237323,-290863.3362094592,227016.92270259353,-117474.99481998292,-127375.30088257913
1969419275043,Paula Guerra,Segment 2,"Watkins, White and Richards",72438.125,-901387.5,120228.47,488312.22,1178831.0,1175094.4,-206857.19,-1335396.4,411125.9,1024873.2798113502,646463.27849532,-27345.973225121044,340281.03255776095,-45387.21366283213,-184341.78313469313,-445018.1907645316,-443607.5563480523,78090.24881788374,504122.87512626464,-155203.3363658634
150184453571,David Henderson,Segment 5,Wilson LLC,531754.0,-482479.22,129975.75,-140118.5,-2487887.8,-526617.75,118624.06,-348249.56,-4194812.0,10380702.08003115,646463.27849532,699507.119231759,-634687.5374853191,170979.3739579716,-184321.8601165791,-3272744.7771805106,-692750.549630239,156046.54357568544,-458112.2957205992,-5518154.455539346
979542753845,Miss Lisa Sanchez MD,Segment 5,"Morrison, Atkins and Kelly",5386237.0,-909178.75,455160.12,461071.75,3887727.0,67523.2,1151134.9,-527394.2,374684.3,646463.27849532,2179242.6659959536,797906.6929738027,-134683.9799564417,67426.53866165082,68302.27733121837,575920.3474315613,10002.756769228507,170526.88884237155,-78127.15753450722,55505.0087066287
6535938428731,Nicole Travis,Segment 4,Shaffer Inc,469956.62,-67442.25,-1550632.5,-775932.44,-11225.375,255906.12,1136923.9,-21051.812,-431983.12,646463.27849532,646463.27849532,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1949780773553,Tina Wyatt,Segment 6,Jimenez-Lopez,-1153506.1,206030.86,237954.12,-855480.4,-2487680.0,-660811.5,48744.938,-93995.375,1540172.8,646463.27849532,646463.27849532,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
8545332583941,Ashley Morales,Segment 1,"Guerrero, Cooke and Nelson",-2903910.0,-161223.55,125123.56,-59093.9,-3942683.0,283785.22,527206.3,342763.56,-193607.16,15880399.678377086,646463.27849532,-7395628.5914101135,-410601.37481603236,318662.5526805472,-150499.3282550687,-10041157.772520836,722739.3690679426,1342680.047747938,872944.4158656409,-493075.43448760785
5646549256505,Ronald Parker,Segment 5,Parsons-Henry,-1908048.2,-665057.3,-54986.812,40274.47,2796878.2,-1287395.6,333820.5,-1830825.0,3413241.0,7024200.670780871,1815840.1152641843,11860348.185746903,4133968.489913256,341795.73553540127,-250344.40598711843,-17385278.114837866,8002396.899471896,-2075014.150164321,11380330.846045256,-21216563.012899373
5895827261735,Andres Jefferson,Segment 4,Barker and Sons,2305018.2,-223449.84,45780.438,718568.8,-1996838.9,185482.67,-617171.7,4997152.0,-992135.4,8477345.519075667,7059608.8851801455,-738943.602184989,71633.62881625442,-14676.308807919046,-230359.0405470186,640147.2978871798,-59462.09779874481,197853.11234118292,-1601988.8142031685,318059.1021369021
2053167180281,Brent Adams,Segment 6,Barber and Sons,-3225273.0,28011.234,315576.62,-491209.25,351117.12,-217796.56,-435832.06,-1273628.1,1605953.2,5988350.427168747,5618082.024719838,-357220.41081009177,3102.4304102966616,34952.207433556425,-54404.68737639643,38888.55381010284,-24122.415423010694,-48271.29795365336,-141062.77585711886,177869.987110298
1874733136522,Jessica Smith,Segment 4,"Sanchez, Smith and Daniels",-3230026.0,-383329.84,-216623.64,350979.28,-793291.5,-22796.676,1530198.6,1973093.6,-815967.94,646463.27849532,6120547.301748401,10997530.421271432,1305154.086675138,737556.0299814618,-1195007.5502809102,2700983.7378544337,77617.68318510563,-5209991.011351872,-6717951.3942451915,2778191.897808171
432247692821,Austin Holmes,Segment 6,"Norton, Lara and Nichols",1112588.2,103814.52,143022.75,-1307039.5,-998020.75,-309510.7,-892160.7,-3461895.5,363679.16,7581717.067376222,646463.27849532,1470984.3746499757,137256.12161832748,189094.43005959422,-1728073.9651016358,-1319511.465501827,-409212.8392046251,-1179550.9004879429,-4577070.090089855,480830.4935054189
2037221069903,Timothy Yates,Segment 5,Hays LLC,-2325228.5,-325427.62,-231954.66,-159838.62,-1405140.8,220887.25,-135278.75,1365063.0,995347.44,3222457.04031972,1372550.0874144756,-2149040.0136087867,-300769.1713576552,-214378.8736005154,-147727.24625105746,-1298669.6749021169,204150.0739726809,-125028.34382605834,1261628.7890660302,919927.4662535923
6770211101721,Brandon Johnson,Segment 2,"Smith, Villarreal and Kent",2772849.5,-11334.875,260202.08,794017.75,3342263.5,624265.0,-173804.97,-2209744.8,-1986149.8,8368509.364695831,9080673.721891336,578663.1266889098,-2365.4635505668766,54301.307814841864,165702.75764396787,697493.5867701778,130277.22879293507,-36271.18130098495,-461149.37053491117,-414487.5634973523
1543143973538,Jeffrey Davis,Segment 3,"Romero, Moore and Brooks",-830452.1,-230354.34,176975.44,127149.03,1079381.5,1232356.2,5348016.0,252029.16,-1071821.1,646463.27849532,646463.27849532,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
4403141025370,Amy Jensen,Segment 3,Fischer-Vasquez,-3711810.5,-676558.4,188386.0,2894.5156,-1565791.5,32459.992,366668.1,361762.62,579053.0,7245515.192189378,2186616.429749597,-4245522.321889269,-773839.0188096304,215473.55480081792,3310.7107856495795,-1790932.6422706207,37127.33224040763,419390.3719749254,413779.5429145829,662313.5532183571
8196169726218,Paul Gallagher,Segment 5,Thomas PLC,654858.5,-503752.44,696161.4,892960.25,4019961.0,-793343.75,713681.3,-3098964.5,-571882.6,918630.59153349,4044410.666722865,1018542.548321029,-783517.8219505319,1082783.5164784202,1388877.13693845,6252497.667386241,-1233937.3602586414,1110033.364951325,-4820014.158850252,-889484.9109821714
1674431455754,Theresa Cole,Segment 4,Smith-Smith,-4709631.0,395710.97,705209.8,919467.9,3064110.5,-464800.62,256895.12,-2240330.5,2532829.8,2060719.985941792,3379029.7338671526,-13513088.547585528,1135392.048232291,2023420.29074485,2638179.414082436,8791685.952943059,-1333627.1517426616,737095.2313377615,-6428058.748142671,7267311.100901057
4692902209863,Patricia Myers,Segment 5,Alvarado PLC,2421089.0,1303945.0,426027.8,-1667129.8,3600242.2,-114704.47,1964681.2,-2211167.5,-2474675.0,7762687.881043468,13104294.728525972,3981304.5960983643,2144242.6107244077,700571.755395207,-2741473.656746624,5920336.406445686,-188623.14291949678,3230775.3552518557,-3636104.0762855588,-4069422.940784228
5734720407218,Robin Higgins,Segment 5,Baldwin-Ballard,-26818.0,-414414.4,341884.44,218626.22,105837.25,-205802.9,-77505.69,-15657.1875,-1206867.2,1274684.4508127156,646463.27849532,-13154.84147413118,-203279.73005359896,167702.11377883336,107241.1539780789,51915.58900447628,-100951.01928855281,-38018.30994938938,-7680.208141250906,-591995.9277778561
2348424053928,Sierra Smith,Segment 3,Myers and Sons,1604558.5,-799096.25,129719.72,-288884.38,1335754.2,127329.87,-851724.75,2702507.8,526194.25,3181475.176535711,2356992.876607105,-294878.3402854625,146854.20903019476,-23839.289233796364,53089.83118799311,-245478.74106120307,-23400.093862545404,156526.0378633545,-496654.38145416795,-96701.54286299877
5653392796447,George Nelson,Segment 6,"Rodriguez, Patton and Shaffer",1470502.8,134053.61,-1394345.2,619922.9,-1278201.4,167729.42,-446598.03,290378.9,-605148.5,1947143.624167785,1961020.4830294887,-19588.987444457984,-1785.76650146478,18574.472014843454,-8258.169790531458,17027.286274454185,-2234.371731380811,5949.260427185324,-3868.220346235894,8061.356166072935
9419567829220,Christopher Wheeler,Segment 5,Henderson-Wolfe,333328.5,183434.92,665305.1,-663498.7,12041.0,-313711.8,-824746.56,-63455.438,-708461.7,908007.3255977476,646463.27849532,63184.75652234988,34771.378956597626,126113.25711724018,-125770.83166556641,2282.4561943783683,-59466.2745867723,-156336.50647629082,-12028.42376133958,-134293.8822997208
1679936455414,Larry Bullock,Segment 5,Moore PLC,-584535.25,-193124.48,593637.25,-521714.7,-1113121.1,-425400.53,76891.84,-212049.25,2231576.0,646463.27849532,646463.27849532,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
5723595869931,Mr. George Hampton,Segment 6,Campbell-White,-722380.75,-412465.28,107318.06,1073892.9,-724313.9,-709162.4,-261789.31,2278000.2,2730612.0,646463.27849532,4282623.061336461,-781820.5844163684,-446404.2801091994,116148.54110733916,1162256.2997492955,-783912.8068961682,-767514.5919378885,-283330.18347452924,2465441.5067734057,2955295.7330419966
4969167951999,Francis Young,Segment 5,"Hunter, Moreno and Richards",2553518.5,319221.38,-8562.266,-88962.56,-1008875.6,448227.75,1365085.9,439014.28,269672.06,678999.0386978681,7809821.69576065,4246092.865745877,530814.0994419364,-14237.678275634355,-147930.50896151984,-1677598.7892855222,745331.0671704413,2269919.4269711226,730010.5365895141,448421.5264282069
1741107384707,Jamie Cruz,Segment 5,Jenkins-Campbell,1918718.8,198729.27,-307866.7,-350916.12,-2037067.6,-151988.9,554987.0,1937115.0,-1067992.0,1429960.3785553374,994673.2972574146,-1203936.727421908,-124696.46789397989,193176.84024143714,220189.01753536137,1278196.9876009056,95368.34380890348,-348237.19431560294,-1215479.8203652052,670131.9849161463
3927130271872,Leslie George,Segment 6,"Jenkins, Allen and Snyder",7329162.0,-304733.25,-1761958.0,978059.0,-93388.125,-1949970.2,-1057987.4,-2274491.0,-3724446.0,3245945.167869064,10987998.987445332,-19841842.599903215,824987.7696293402,4770052.970720443,-2647845.916437832,252824.58881316325,5279048.2696581045,2864231.6196855563,6157605.705806592,10082990.575203577
9400444264647,Peter Gill,Segment 5,Edwards-Mills,2272326.0,973274.3,188394.03,-1079325.9,-3855187.5,692324.3,-1932748.6,-275325.2,-51061.812,5417483.95395376,2942931.538328979,1833186.9827522535,785183.8685050614,151985.88741589425,-870740.4499408245,-3110152.128578151,558528.9508649976,-1559234.6806744486,-222117.12895205934,-41193.846075469075
